episode,step,ego_pos_x,ego_pos_y,other_pos_x,other_pos_y,ego_action,other_action,reward,current_model_id,current_model_name,true_model_id,true_model_name,log_lik_per_step,distance
1,6,8.023619651794434,2.5245540142059326,14.0774564743042,7.897751808166504,4,4,0.0,0,evasive,0,evasive,0.0,8.094454571285077
1,7,9.023619651794434,2.5245540142059326,15.0774564743042,7.897751808166504,1,3,0.0,0,evasive,0,evasive,0.0,8.094454571285077
1,8,9.023619651794434,3.5245540142059326,14.0774564743042,7.897751808166504,4,2,0.0,0,evasive,0,evasive,0.0,6.683272070898895
1,9,10.023619651794434,3.5245540142059326,14.0774564743042,6.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,5.273713714330399
1,10,10.023619651794434,4.5245537757873535,14.0774564743042,7.897751808166504,4,4,0.0,0,evasive,0,evasive,0.0,5.2737138668288255
1,11,11.023619651794434,4.5245537757873535,15.0774564743042,7.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,5.2737138668288255
1,12,11.023619651794434,5.5245537757873535,15.0774564743042,8.897751808166504,2,1,0.0,0,evasive,0,evasive,0.0,5.2737138668288255
1,13,11.023619651794434,4.5245537757873535,15.0774564743042,9.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,6.730887763044281
1,14,11.023619651794434,5.5245537757873535,15.0774564743042,10.897751808166504,2,1,0.0,0,evasive,0,evasive,0.0,6.730887763044281
1,15,11.023619651794434,4.5245537757873535,15.0774564743042,11.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,8.414133479343898
1,16,11.023619651794434,5.5245537757873535,15.0774564743042,12.897751808166504,2,1,0.0,0,evasive,0,evasive,0.0,8.414133479343898
1,17,11.023619651794434,4.5245537757873535,15.0774564743042,13.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,10.21226881440811
1,18,11.023619651794434,5.5245537757873535,15.0774564743042,14.897751808166504,2,4,0.0,0,evasive,0,evasive,0.0,10.21226881440811
1,19,11.023619651794434,4.5245537757873535,16.0,14.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,11.505111854691428
1,20,11.023619651794434,5.5245537757873535,16.0,15.897751808166504,2,2,0.0,0,evasive,0,evasive,0.0,11.505111854691428
1,21,11.023619651794434,4.5245537757873535,16.0,14.897751808166504,1,2,0.0,0,evasive,0,evasive,0.0,11.505111854691428
1,22,11.023619651794434,5.5245537757873535,16.0,13.897751808166504,2,0,0.0,0,evasive,0,evasive,0.0,9.74036994469125
1,23,11.023619651794434,4.5245537757873535,16.0,13.897751808166504,1,4,0.0,0,evasive,0,evasive,0.0,10.612313730954384
1,24,11.023619651794434,5.5245537757873535,16.0,13.897751808166504,2,4,0.0,0,evasive,0,evasive,0.0,9.74036994469125
1,25,11.023619651794434,4.5245537757873535,16.0,13.897751808166504,1,1,0.0,0,evasive,0,evasive,0.0,10.612313730954384
1,26,11.023619651794434,5.5245537757873535,16.0,14.897751808166504,2,2,0.0,0,evasive,1,territorial,0.0,10.612313730954384
1,27,11.023619651794434,4.5245537757873535,16.0,13.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,10.612313730954384
1,28,11.023619651794434,5.5245537757873535,15.0,13.897751808166504,2,2,0.0,0,evasive,1,territorial,0.0,9.269414542625306
1,29,11.023619651794434,4.5245537757873535,15.0,12.897751808166504,1,2,0.0,0,evasive,1,territorial,0.0,9.269414542625306
1,30,11.023619651794434,5.5245537757873535,15.0,11.897751808166504,2,2,0.0,0,evasive,1,territorial,0.0,7.511940750133543
1,31,11.023619651794434,4.5245537757873535,15.0,10.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,7.511940750133543
1,32,11.023619651794434,5.5245537757873535,14.0,10.897751808166504,2,2,0.0,0,evasive,1,territorial,0.0,6.142482972898456
1,33,11.023619651794434,4.5245537757873535,14.0,9.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,6.142482972898456
1,34,11.023619651794434,5.5245537757873535,13.0,9.897751808166504,2,3,0.0,0,evasive,1,territorial,0.0,4.799056189625
1,35,11.023619651794434,4.5245537757873535,12.0,9.897751808166504,1,2,0.0,0,evasive,1,territorial,0.0,5.4611881197707515
1,36,11.023619651794434,5.5245537757873535,12.0,8.897751808166504,2,3,0.0,0,evasive,1,territorial,0.0,3.511663928967092
1,37,11.023619651794434,4.5245537757873535,11.0,8.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,4.373261816808566
1,38,11.023619651794434,5.5245537757873535,10.0,8.897751808166504,2,2,0.0,0,evasive,1,territorial,0.0,3.5250903757473124
1,39,11.023619651794434,4.5245537757873535,10.0,7.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,3.5250903757473124
1,40,11.023619651794434,5.5245537757873535,9.0,7.897751808166504,2,0,0.0,0,evasive,1,territorial,0.0,3.1188307738665295
1,41,11.023619651794434,4.5245537757873535,9.0,7.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,3.9336371796055616
1,42,11.023619651794434,5.5245537757873535,8.0,7.897751808166504,2,1,0.0,0,evasive,1,territorial,0.0,3.8437409771738995
1,43,11.023619651794434,4.5245537757873535,8.0,8.897751808166504,1,0,0.0,0,evasive,1,territorial,0.0,5.316684759238822
1,44,11.023619651794434,5.5245537757873535,8.0,8.897751808166504,2,0,0.0,0,evasive,1,territorial,0.0,4.529982424288649
1,45,11.023619651794434,4.5245537757873535,8.0,8.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,5.316684759238822
1,46,11.023619651794434,5.5245537757873535,7.0,8.897751808166504,2,4,0.0,0,evasive,1,territorial,0.0,5.250521885294159
1,47,11.023619651794434,4.5245537757873535,8.0,8.897751808166504,1,0,0.0,0,evasive,1,territorial,0.0,5.316684759238822
1,48,11.023619651794434,5.5245537757873535,8.0,8.897751808166504,2,0,0.0,0,evasive,1,territorial,0.0,4.529982424288649
1,49,11.023619651794434,4.5245537757873535,8.0,8.897751808166504,1,3,0.0,0,evasive,1,territorial,0.0,5.316684759238822
2,0,14.555221557617188,9.13843059539795,7.580739974975586,15.050674438476562,3,3,0.0,0,evasive,0,evasive,0.0,9.143195317099371
2,1,13.555221557617188,9.13843059539795,6.580739974975586,15.050674438476562,3,1,0.0,0,evasive,0,evasive,0.0,9.143195317099371
2,2,12.555221557617188,9.13843059539795,6.580739974975586,16.0,1,2,0.0,0,evasive,0,evasive,0.0,9.098107763457994
2,3,12.555221557617188,10.13843059539795,6.580739974975586,15.0,3,4,0.0,0,evasive,0,evasive,0.0,7.702550698118542
2,4,11.555221557617188,10.13843059539795,7.580739974975586,15.0,1,3,0.0,0,evasive,0,evasive,0.0,6.279439539204118
2,5,11.555221557617188,11.13843059539795,6.580739974975586,15.0,3,0,0.0,0,evasive,0,evasive,0.0,6.2973951188248565
2,6,10.555221557617188,11.13843059539795,6.580739974975586,15.0,1,1,0.0,0,evasive,0,evasive,0.0,5.541499988028145
2,7,10.555221557617188,12.13843059539795,6.580739974975586,16.0,3,1,0.0,0,evasive,0,evasive,0.0,5.541499988028145
2,8,9.555221557617188,12.13843059539795,6.580739974975586,16.0,1,3,0.0,0,evasive,0,evasive,0.0,4.874347028272887
2,9,9.555221557617188,13.13843059539795,5.580739974975586,16.0,3,1,0.0,0,evasive,0,evasive,0.0,4.897456820443834
2,10,8.555221557617188,13.13843059539795,5.580739974975586,16.0,1,0,0.0,0,evasive,0,evasive,0.0,4.127483512120747
2,11,8.555221557617188,14.13843059539795,5.580739974975586,16.0,3,3,0.0,0,evasive,0,evasive,0.0,3.5089857984358557
2,12,7.5552215576171875,14.13843059539795,4.580739974975586,16.0,1,2,0.0,0,evasive,0,evasive,0.0,3.5089857984358557
2,13,7.5552215576171875,15.13843059539795,4.580739974975586,15.0,2,4,0.0,0,evasive,0,evasive,0.0,2.9777010788889333
2,14,7.5552215576171875,14.13843059539795,5.580739974975586,15.0,1,1,0.0,0,evasive,0,evasive,0.0,2.154270029299302
2,15,7.5552215576171875,15.13843059539795,5.580739974975586,16.0,2,1,0.0,0,evasive,0,evasive,0.0,2.154270029299302
2,16,7.5552215576171875,14.13843059539795,5.580739974975586,16.0,1,1,0.0,0,evasive,0,evasive,0.0,2.713672450451844
2,17,7.5552215576171875,15.13843059539795,5.580739974975586,16.0,2,1,0.0,0,evasive,0,evasive,0.0,2.154270029299302
2,18,7.5552215576171875,14.13843059539795,5.580739974975586,16.0,1,3,0.0,0,evasive,0,evasive,0.0,2.713672450451844
2,19,7.5552215576171875,15.13843059539795,4.580739974975586,16.0,2,2,0.0,0,evasive,0,evasive,0.0,3.0967470875776115
2,20,7.5552215576171875,14.13843059539795,4.580739974975586,15.0,1,1,0.0,0,evasive,0,evasive,0.0,3.0967470875776115
2,21,7.5552215576171875,15.13843059539795,4.580739974975586,16.0,2,1,0.0,0,evasive,0,evasive,0.0,3.0967470875776115
2,22,7.5552215576171875,14.13843059539795,4.580739974975586,16.0,1,2,0.0,0,evasive,0,evasive,0.0,3.5089857984358557
2,23,7.5552215576171875,15.13843059539795,4.580739974975586,15.0,2,2,0.0,0,evasive,0,evasive,0.0,2.9777010788889333
2,24,7.5552215576171875,14.13843059539795,4.580739974975586,14.0,1,4,0.0,0,evasive,0,evasive,0.0,2.9777010788889333
2,25,7.5552215576171875,15.13843059539795,5.580739974975586,14.0,2,3,0.0,0,evasive,0,evasive,0.0,2.2791668961989187
2,26,7.5552215576171875,14.13843059539795,4.580739974975586,14.0,1,0,0.0,0,evasive,0,evasive,0.0,2.9777010788889333
2,27,7.5552215576171875,15.13843059539795,4.580739974975586,14.0,2,3,0.0,0,evasive,0,evasive,0.0,3.1848963728844013
2,28,7.5552215576171875,14.13843059539795,3.580739736557007,14.0,1,3,0.0,0,evasive,0,evasive,0.0,3.9768918486275284
2,29,7.5552215576171875,15.13843059539795,2.580739736557007,14.0,2,1,0.0,0,evasive,0,evasive,0.0,5.103086674611391
2,30,7.5552215576171875,14.13843059539795,2.580739736557007,15.0,1,1,0.0,0,evasive,0,evasive,0.0,5.048541495026513
2,31,7.5552215576171875,15.13843059539795,2.580739736557007,16.0,2,2,0.0,0,evasive,1,territorial,0.0,5.048541495026513
2,32,7.5552215576171875,14.13843059539795,2.580739736557007,15.0,1,2,0.0,0,evasive,1,territorial,0.0,5.048541495026513
2,33,7.5552215576171875,15.13843059539795,2.580739736557007,14.0,2,2,0.0,0,evasive,1,territorial,0.0,5.103086674611391
2,34,7.5552215576171875,14.13843059539795,2.580739736557007,13.0,1,2,0.0,0,evasive,1,territorial,0.0,5.103086674611391
2,35,7.5552215576171875,15.13843059539795,2.580739736557007,12.0,2,2,0.0,0,evasive,1,territorial,0.0,5.881769800849752
2,36,7.5552215576171875,14.13843059539795,2.580739736557007,11.0,1,2,0.0,0,evasive,1,territorial,0.0,5.881769800849752
2,37,7.5552215576171875,15.13843059539795,2.580739736557007,10.0,2,0,0.0,0,evasive,1,territorial,0.0,7.151848598214306
2,38,7.5552215576171875,14.13843059539795,2.580739736557007,10.0,1,4,0.0,0,evasive,1,territorial,0.0,6.470863712131792
2,39,7.5552215576171875,15.13843059539795,3.580739736557007,10.0,2,1,0.0,0,evasive,1,territorial,0.0,6.496150762540812
2,40,7.5552215576171875,14.13843059539795,3.580739736557007,11.0,1,4,0.0,0,evasive,1,territorial,0.0,5.064212905088784
2,41,7.5552215576171875,15.13843059539795,4.580739974975586,11.0,2,4,0.0,0,evasive,1,territorial,0.0,5.096483932909032
2,42,7.5552215576171875,14.13843059539795,5.580739974975586,11.0,1,4,0.0,0,evasive,1,territorial,0.0,3.7078732613616676
2,43,7.5552215576171875,15.13843059539795,6.580739974975586,11.0,2,2,0.0,0,evasive,1,territorial,0.0,4.251614063838992
2,44,7.5552215576171875,14.13843059539795,6.580739974975586,10.0,1,4,0.0,0,evasive,1,territorial,0.0,4.251614063838992
2,45,7.5552215576171875,15.13843059539795,7.580739974975586,10.0,2,4,0.0,0,evasive,1,territorial,0.0,5.138493959648702
2,46,7.5552215576171875,14.13843059539795,8.580739974975586,10.0,1,3,0.0,0,evasive,1,territorial,0.0,4.263601273250948
2,47,7.5552215576171875,15.13843059539795,7.580739974975586,10.0,2,4,0.0,0,evasive,1,territorial,0.0,5.138493959648702
2,48,7.5552215576171875,14.13843059539795,8.580739974975586,10.0,1,2,0.0,0,evasive,1,territorial,0.0,4.263601273250948
2,49,7.5552215576171875,15.13843059539795,8.580739974975586,9.0,2,3,0.0,0,evasive,1,territorial,0.0,6.2235052983715615
3,0,0.44959601759910583,10.59180736541748,13.4945707321167,9.93842887878418,4,4,0.0,0,evasive,0,evasive,0.0,13.061327220049217
3,1,1.4495960474014282,10.59180736541748,14.4945707321167,9.93842887878418,4,4,0.0,0,evasive,0,evasive,0.0,13.061327190284205
3,2,2.4495959281921387,10.59180736541748,15.4945707321167,9.93842887878418,4,4,0.0,0,evasive,0,evasive,0.0,13.061327309344248
3,3,3.4495959281921387,10.59180736541748,16.0,9.93842887878418,4,2,0.0,0,evasive,0,evasive,0.0,12.567400121443042
3,4,4.449595928192139,10.59180736541748,16.0,8.93842887878418,4,4,0.0,0,evasive,0,evasive,0.0,11.668140153516218
3,5,5.449595928192139,10.59180736541748,16.0,8.93842887878418,4,2,0.0,0,evasive,0,evasive,0.0,10.679170684022319
3,6,6.449595928192139,10.59180736541748,16.0,7.9384284019470215,4,2,0.0,0,evasive,0,evasive,0.0,9.912145976456952
3,7,7.449595928192139,10.59180736541748,16.0,6.9384284019470215,4,4,0.0,0,evasive,0,evasive,0.0,9.298203463138293
3,8,8.449596405029297,10.59180736541748,16.0,6.9384284019470215,4,1,0.0,0,evasive,0,evasive,0.0,8.387834780065413
3,9,9.449596405029297,10.59180736541748,16.0,7.9384284019470215,4,2,0.0,0,evasive,0,evasive,0.0,7.0674045576005255
3,10,10.449596405029297,10.59180736541748,16.0,6.9384284019470215,4,1,0.0,0,evasive,0,evasive,0.0,6.644859510764106
3,11,11.449596405029297,10.59180736541748,16.0,7.9384284019470215,4,0,0.0,0,evasive,0,evasive,0.0,5.267503469472978
3,12,12.449596405029297,10.59180736541748,16.0,7.9384284019470215,4,0,0.0,0,evasive,0,evasive,0.0,4.432356665586431
3,13,13.449596405029297,10.59180736541748,16.0,7.9384284019470215,2,2,0.0,0,evasive,0,evasive,0.0,3.6803503122701584
3,14,13.449596405029297,9.59180736541748,16.0,6.9384284019470215,1,1,0.0,0,evasive,0,evasive,0.0,3.6803503122701584
3,15,13.449596405029297,10.59180736541748,16.0,7.9384284019470215,2,0,0.0,0,evasive,0,evasive,0.0,3.6803503122701584
3,16,13.449596405029297,9.59180736541748,16.0,7.9384284019470215,1,0,0.0,0,evasive,0,evasive,0.0,3.0394441093868028
3,17,13.449596405029297,10.59180736541748,16.0,7.9384284019470215,2,4,0.0,0,evasive,0,evasive,0.0,3.6803503122701584
3,18,13.449596405029297,9.59180736541748,16.0,7.9384284019470215,1,2,0.0,0,evasive,0,evasive,0.0,3.0394441093868028
3,19,13.449596405029297,10.59180736541748,16.0,6.9384284019470215,2,4,0.0,0,evasive,0,evasive,0.0,4.455528739439122
3,20,13.449596405029297,9.59180736541748,16.0,6.9384284019470215,1,4,0.0,0,evasive,0,evasive,0.0,3.6803503122701584
3,21,13.449596405029297,10.59180736541748,16.0,6.9384284019470215,2,2,0.0,0,evasive,0,evasive,0.0,4.455528739439122
3,22,13.449596405029297,9.59180736541748,16.0,5.9384284019470215,1,4,0.0,0,evasive,0,evasive,0.0,4.455528739439122
3,23,13.449596405029297,10.59180736541748,16.0,5.9384284019470215,2,2,0.0,0,evasive,0,evasive,0.0,5.306457789798095
3,24,13.449596405029297,9.59180736541748,16.0,4.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,5.306457789798095
3,25,13.449596405029297,10.59180736541748,15.0,4.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,5.862119498262416
3,26,13.449596405029297,9.59180736541748,14.0,4.9384284019470215,1,0,0.0,0,evasive,1,territorial,0.0,4.685816886629916
3,27,13.449596405029297,10.59180736541748,14.0,4.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,5.680108962156184
3,28,13.449596405029297,9.59180736541748,13.0,4.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,4.675047882651542
3,29,13.449596405029297,10.59180736541748,12.0,4.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,5.836267937825009
3,30,13.449596405029297,9.59180736541748,11.0,4.9384284019470215,1,4,0.0,0,evasive,1,territorial,0.0,5.258750642995146
3,31,13.449596405029297,10.59180736541748,12.0,4.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,5.836267937825009
3,32,13.449596405029297,9.59180736541748,11.0,4.9384284019470215,1,1,0.0,0,evasive,1,territorial,0.0,5.258750642995146
3,33,13.449596405029297,10.59180736541748,11.0,5.9384284019470215,2,0,0.0,0,evasive,1,territorial,0.0,5.258750642995146
3,34,13.449596405029297,9.59180736541748,11.0,5.9384284019470215,1,2,0.0,0,evasive,1,territorial,0.0,4.3986020959233105
3,35,13.449596405029297,10.59180736541748,11.0,4.9384284019470215,2,4,0.0,0,evasive,1,territorial,0.0,6.1612674225473105
3,36,13.449596405029297,9.59180736541748,12.0,4.9384284019470215,1,1,0.0,0,evasive,1,territorial,0.0,4.873937372919688
3,37,13.449596405029297,10.59180736541748,12.0,5.9384284019470215,2,1,0.0,0,evasive,1,territorial,0.0,4.873937372919688
3,38,13.449596405029297,9.59180736541748,12.0,6.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,3.0235326459724936
3,39,13.449596405029297,10.59180736541748,11.0,6.9384284019470215,2,1,0.0,0,evasive,1,territorial,0.0,4.3986020959233105
3,40,13.449596405029297,9.59180736541748,11.0,7.9384284019470215,1,2,0.0,0,evasive,1,territorial,0.0,2.95536538255071
3,41,13.449596405029297,10.59180736541748,11.0,6.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,4.3986020959233105
3,42,13.449596405029297,9.59180736541748,10.0,6.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,4.352026571768446
3,43,13.449596405029297,10.59180736541748,9.0,6.9384284019470215,2,0,0.0,0,evasive,1,territorial,0.0,5.757263761404208
3,44,13.449596405029297,9.59180736541748,9.0,6.9384284019470215,1,1,0.0,0,evasive,1,territorial,0.0,5.180668691533672
3,45,13.449596405029297,10.59180736541748,9.0,7.9384284019470215,2,0,0.0,0,evasive,1,territorial,0.0,5.180668691533672
3,46,13.449596405029297,9.59180736541748,9.0,7.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,4.746848445494789
3,47,13.449596405029297,10.59180736541748,8.0,7.9384284019470215,2,0,0.0,0,evasive,1,territorial,0.0,6.0612309724589615
3,48,13.449596405029297,9.59180736541748,8.0,7.9384284019470215,1,3,0.0,0,evasive,1,territorial,0.0,5.694889197741681
3,49,13.449596405029297,10.59180736541748,7.0,7.9384284019470215,2,3,0.0,0,evasive,1,territorial,0.0,6.974074398194674
4,0,1.3140671253204346,3.63889741897583,9.939349174499512,3.100616931915283,4,0,0.0,0,evasive,0,evasive,0.0,8.64206204042999
4,1,2.3140671253204346,3.63889741897583,9.939349174499512,3.100616931915283,4,4,0.0,0,evasive,0,evasive,0.0,7.644257466378458
4,2,3.3140671253204346,3.63889741897583,10.939349174499512,3.100616931915283,4,4,0.0,0,evasive,0,evasive,0.0,7.644257466378458
4,3,4.3140668869018555,3.63889741897583,11.939349174499512,3.100616931915283,4,4,0.0,0,evasive,0,evasive,0.0,7.6442577042052084
4,4,5.3140668869018555,3.63889741897583,12.939349174499512,3.100616931915283,4,0,0.0,0,evasive,0,evasive,0.0,7.6442577042052084
4,5,6.3140668869018555,3.63889741897583,12.939349174499512,3.100616931915283,4,4,0.0,0,evasive,0,evasive,0.0,6.647113002883686
4,6,7.3140668869018555,3.63889741897583,13.939349174499512,3.100616931915283,4,1,0.0,0,evasive,0,evasive,0.0,6.647113002883686
4,7,8.314066886901855,3.63889741897583,13.939349174499512,4.100616931915283,4,2,0.0,0,evasive,0,evasive,0.0,5.64419929873042
4,8,9.314066886901855,3.63889741897583,13.939349174499512,3.100616931915283,4,1,0.0,0,evasive,0,evasive,0.0,4.65649891256454
4,9,10.314066886901855,3.63889741897583,13.939349174499512,4.100616931915283,2,3,0.0,0,evasive,0,evasive,0.0,3.654566537005222
4,10,10.314066886901855,2.63889741897583,12.939349174499512,4.100616931915283,1,1,0.0,0,evasive,0,evasive,0.0,3.004784688473025
4,11,10.314066886901855,3.63889741897583,12.939349174499512,5.100616931915283,2,0,0.0,0,evasive,0,evasive,0.0,3.004784688473025
4,12,10.314066886901855,2.63889741897583,12.939349174499512,5.100616931915283,1,0,0.0,0,evasive,0,evasive,0.0,3.598912342633652
4,13,10.314066886901855,3.63889741897583,12.939349174499512,5.100616931915283,2,2,0.0,0,evasive,0,evasive,0.0,3.004784688473025
4,14,10.314066886901855,2.63889741897583,12.939349174499512,4.100616931915283,1,3,0.0,0,evasive,0,evasive,0.0,3.004784688473025
4,15,10.314066886901855,3.63889741897583,11.939349174499512,4.100616931915283,2,3,0.0,0,evasive,0,evasive,0.0,1.6895938633315748
4,16,10.314066886901855,2.63889741897583,10.939349174499512,4.100616931915283,1,2,1.0,0,evasive,0,evasive,0.0,1.5898433487898453
5,0,13.93820571899414,7.727321624755859,5.472227096557617,11.923063278198242,3,3,0.0,0,evasive,0,evasive,0.0,9.44865292292947
5,1,12.93820571899414,7.727321624755859,4.472227096557617,11.923063278198242,3,2,0.0,0,evasive,0,evasive,0.0,9.44865292292947
5,2,11.93820571899414,7.727321624755859,4.472227096557617,10.923063278198242,3,4,0.0,0,evasive,0,evasive,0.0,8.121182272688246
5,3,10.93820571899414,7.727321624755859,5.472227096557617,10.923063278198242,3,3,0.0,0,evasive,0,evasive,0.0,6.331641731532173
5,4,9.93820571899414,7.727321624755859,4.472227096557617,10.923063278198242,2,1,0.0,0,evasive,0,evasive,0.0,6.331641731532173
5,5,9.93820571899414,6.727321624755859,4.472227096557617,11.923063278198242,1,1,0.0,0,evasive,0,evasive,0.0,7.541396000095026
5,6,9.93820571899414,7.727321624755859,4.472227096557617,12.923063278198242,3,3,0.0,0,evasive,0,evasive,0.0,7.541396000095026
5,7,8.93820571899414,7.727321624755859,3.472226858139038,12.923063278198242,1,3,0.0,0,evasive,0,evasive,0.0,7.541396172900018
5,8,8.93820571899414,8.72732162475586,2.472226858139038,12.923063278198242,3,3,0.0,0,evasive,0,evasive,0.0,7.707991349985836
5,9,7.938205718994141,8.72732162475586,1.472226858139038,12.923063278198242,1,1,0.0,0,evasive,0,evasive,0.0,7.707991349985836
5,10,7.938205718994141,9.72732162475586,1.472226858139038,13.923063278198242,3,3,0.0,0,evasive,0,evasive,0.0,7.707991349985836
5,11,6.938205718994141,9.72732162475586,0.47222691774368286,13.923063278198242,1,0,0.0,0,evasive,0,evasive,0.0,7.707991299985472
5,12,6.938205718994141,10.72732162475586,0.47222691774368286,13.923063278198242,3,0,0.0,0,evasive,0,evasive,0.0,7.212603314599171
5,13,5.938205718994141,10.72732162475586,0.47222691774368286,13.923063278198242,1,3,0.0,0,evasive,0,evasive,0.0,6.3316418858986365
5,14,5.938205718994141,11.72732162475586,0.0,13.923063278198242,3,2,0.0,0,evasive,0,evasive,0.0,6.331158548777357
5,15,4.938205718994141,11.72732162475586,0.0,12.923063278198242,4,0,0.0,0,evasive,0,evasive,0.0,5.080912696050146
5,16,5.938205718994141,11.72732162475586,0.0,12.923063278198242,3,4,0.0,0,evasive,1,territorial,0.0,6.057399216072178
5,17,4.938205718994141,11.72732162475586,1.0,12.923063278198242,4,2,0.0,0,evasive,1,territorial,0.0,4.115733517478419
5,18,5.938205718994141,11.72732162475586,1.0,11.923063278198242,3,4,0.0,0,evasive,1,territorial,0.0,4.9420836211054535
5,19,4.938205718994141,11.72732162475586,2.0,11.923063278198242,4,1,0.0,0,evasive,1,territorial,0.0,2.9447186015003592
5,20,5.938205718994141,11.72732162475586,2.0,12.923063278198242,2,4,0.0,0,evasive,1,territorial,0.0,4.115733517478419
5,21,5.938205718994141,10.72732162475586,3.0,12.923063278198242,1,0,0.0,0,evasive,1,territorial,0.0,3.6680150293846623
5,22,5.938205718994141,11.72732162475586,3.0,12.923063278198242,3,2,0.0,0,evasive,1,territorial,0.0,3.1721997019271972
5,23,4.938205718994141,11.72732162475586,3.0,11.923063278198242,4,3,0.0,0,evasive,1,territorial,0.0,1.9480647330194014
5,24,5.938205718994141,11.72732162475586,2.0,11.923063278198242,3,4,0.0,0,evasive,1,territorial,0.0,3.9430672172828243
5,25,4.938205718994141,11.72732162475586,3.0,11.923063278198242,4,4,0.0,0,evasive,1,territorial,0.0,1.9480647330194014
5,26,5.938205718994141,11.72732162475586,4.0,11.923063278198242,3,4,1.0,0,evasive,1,territorial,0.0,1.9480647330194014
6,0,10.992127418518066,14.183138847351074,8.319046020507812,12.614472389221191,3,4,0.0,0,evasive,0,evasive,0.0,3.0993674543768126
6,1,9.992127418518066,14.183138847351074,9.319046020507812,12.614472389221191,3,1,1.0,0,evasive,0,evasive,0.0,1.7069718876446645
7,0,14.516096115112305,15.567201614379883,5.712657451629639,14.428038597106934,3,1,0.0,0,evasive,0,evasive,0.0,8.876836411786796
7,1,13.516096115112305,15.567201614379883,5.712657451629639,15.428038597106934,3,0,0.0,0,evasive,0,evasive,0.0,7.8046794501832455
7,2,12.516096115112305,15.567201614379883,5.712657451629639,15.428038597106934,2,3,0.0,0,evasive,0,evasive,0.0,6.804861790892399
