episode,agent_type,episode_reward,reward_100ep_mean
0,vanilla,1.0,1.0
1,vanilla,0.0,0.5
2,vanilla,1.0,0.6666666666666666
3,vanilla,1.0,0.75
4,vanilla,1.0,0.8
5,vanilla,0.0,0.6666666666666666
6,vanilla,0.0,0.5714285714285714
7,vanilla,0.0,0.5
8,vanilla,0.0,0.4444444444444444
9,vanilla,1.0,0.5
10,vanilla,0.0,0.45454545454545453
11,vanilla,0.0,0.4166666666666667
12,vanilla,0.0,0.38461538461538464
13,vanilla,1.0,0.42857142857142855
14,vanilla,0.0,0.4
15,vanilla,0.0,0.375
16,vanilla,0.0,0.35294117647058826
17,vanilla,1.0,0.3888888888888889
18,vanilla,1.0,0.42105263157894735
19,vanilla,0.0,0.4
20,vanilla,0.0,0.38095238095238093
21,vanilla,0.0,0.36363636363636365
22,vanilla,1.0,0.391304347826087
23,vanilla,1.0,0.4166666666666667
24,vanilla,0.0,0.4
25,vanilla,1.0,0.4230769230769231
26,vanilla,1.0,0.4444444444444444
27,vanilla,0.0,0.42857142857142855
28,vanilla,0.0,0.41379310344827586
29,vanilla,0.0,0.4
30,vanilla,1.0,0.41935483870967744
31,vanilla,1.0,0.4375
32,vanilla,0.0,0.42424242424242425
33,vanilla,0.0,0.4117647058823529
34,vanilla,0.0,0.4
35,vanilla,1.0,0.4166666666666667
36,vanilla,1.0,0.43243243243243246
37,vanilla,0.0,0.42105263157894735
38,vanilla,1.0,0.4358974358974359
39,vanilla,1.0,0.45
40,vanilla,0.0,0.43902439024390244
41,vanilla,1.0,0.4523809523809524
42,vanilla,0.0,0.4418604651162791
43,vanilla,0.0,0.4318181818181818
44,vanilla,0.0,0.4222222222222222
45,vanilla,1.0,0.43478260869565216
46,vanilla,0.0,0.425531914893617
47,vanilla,0.0,0.4166666666666667
48,vanilla,0.0,0.40816326530612246
49,vanilla,1.0,0.42
50,vanilla,0.0,0.4117647058823529
51,vanilla,1.0,0.4230769230769231
52,vanilla,0.0,0.41509433962264153
53,vanilla,0.0,0.4074074074074074
54,vanilla,0.0,0.4
55,vanilla,0.0,0.39285714285714285
56,vanilla,1.0,0.40350877192982454
57,vanilla,0.0,0.39655172413793105
58,vanilla,0.0,0.3898305084745763
59,vanilla,0.0,0.38333333333333336
60,vanilla,0.0,0.3770491803278688
61,vanilla,0.0,0.3709677419354839
62,vanilla,0.0,0.36507936507936506
63,vanilla,0.0,0.359375
64,vanilla,1.0,0.36923076923076925
65,vanilla,0.0,0.36363636363636365
66,vanilla,0.0,0.3582089552238806
67,vanilla,0.0,0.35294117647058826
68,vanilla,0.0,0.34782608695652173
69,vanilla,0.0,0.34285714285714286
70,vanilla,0.0,0.3380281690140845
71,vanilla,0.0,0.3333333333333333
72,vanilla,0.0,0.3287671232876712
73,vanilla,0.0,0.32432432432432434
74,vanilla,1.0,0.3333333333333333
75,vanilla,0.0,0.32894736842105265
76,vanilla,0.0,0.3246753246753247
77,vanilla,0.0,0.32051282051282054
78,vanilla,0.0,0.31645569620253167
79,vanilla,1.0,0.325
80,vanilla,1.0,0.3333333333333333
81,vanilla,0.0,0.32926829268292684
82,vanilla,0.0,0.3253012048192771
83,vanilla,0.0,0.32142857142857145
84,vanilla,0.0,0.3176470588235294
85,vanilla,0.0,0.313953488372093
86,vanilla,0.0,0.3103448275862069
87,vanilla,0.0,0.3068181818181818
88,vanilla,0.0,0.30337078651685395
89,vanilla,0.0,0.3
90,vanilla,0.0,0.2967032967032967
91,vanilla,0.0,0.29347826086956524
92,vanilla,0.0,0.2903225806451613
93,vanilla,0.0,0.2872340425531915
94,vanilla,0.0,0.28421052631578947
95,vanilla,0.0,0.28125
96,vanilla,0.0,0.27835051546391754
97,vanilla,0.0,0.2755102040816326
98,vanilla,0.0,0.2727272727272727
99,vanilla,0.0,0.27
100,vanilla,0.0,0.26
101,vanilla,0.0,0.26
102,vanilla,0.0,0.25
103,vanilla,0.0,0.24
104,vanilla,0.0,0.23
105,vanilla,0.0,0.23
106,vanilla,0.0,0.23
107,vanilla,0.0,0.23
108,vanilla,0.0,0.23
109,vanilla,0.0,0.22
110,vanilla,0.0,0.22
111,vanilla,0.0,0.22
112,vanilla,0.0,0.22
113,vanilla,0.0,0.21
114,vanilla,0.0,0.21
115,vanilla,0.0,0.21
116,vanilla,0.0,0.21
117,vanilla,0.0,0.2
118,vanilla,0.0,0.19
119,vanilla,0.0,0.19
120,vanilla,0.0,0.19
121,vanilla,0.0,0.19
122,vanilla,0.0,0.18
123,vanilla,0.0,0.17
124,vanilla,0.0,0.17
125,vanilla,0.0,0.16
126,vanilla,0.0,0.15
127,vanilla,0.0,0.15
128,vanilla,0.0,0.15
129,vanilla,0.0,0.15
130,vanilla,0.0,0.14
131,vanilla,0.0,0.13
132,vanilla,0.0,0.13
133,vanilla,0.0,0.13
134,vanilla,0.0,0.13
135,vanilla,0.0,0.12
136,vanilla,1.0,0.12
137,vanilla,0.0,0.12
138,vanilla,0.0,0.11
139,vanilla,0.0,0.1
140,vanilla,0.0,0.1
141,vanilla,0.0,0.09
142,vanilla,0.0,0.09
143,vanilla,0.0,0.09
144,vanilla,1.0,0.1
145,vanilla,0.0,0.09
146,vanilla,0.0,0.09
147,vanilla,0.0,0.09
148,vanilla,0.0,0.09
149,vanilla,1.0,0.09
150,vanilla,0.0,0.09
151,vanilla,1.0,0.09
152,vanilla,0.0,0.09
153,vanilla,0.0,0.09
154,vanilla,0.0,0.09
155,vanilla,0.0,0.09
156,vanilla,0.0,0.08
157,vanilla,0.0,0.08
158,vanilla,0.0,0.08
159,vanilla,0.0,0.08
160,vanilla,0.0,0.08
161,vanilla,0.0,0.08
162,vanilla,1.0,0.09
163,vanilla,0.0,0.09
164,vanilla,0.0,0.08
165,vanilla,0.0,0.08
166,vanilla,0.0,0.08
167,vanilla,0.0,0.08
168,vanilla,0.0,0.08
169,vanilla,0.0,0.08
170,vanilla,0.0,0.08
171,vanilla,0.0,0.08
172,vanilla,0.0,0.08
173,vanilla,0.0,0.08
174,vanilla,0.0,0.07
175,vanilla,0.0,0.07
176,vanilla,0.0,0.07
177,vanilla,0.0,0.07
178,vanilla,1.0,0.08
179,vanilla,0.0,0.07
180,vanilla,0.0,0.06
181,vanilla,0.0,0.06
182,vanilla,0.0,0.06
183,vanilla,0.0,0.06
184,vanilla,0.0,0.06
185,vanilla,0.0,0.06
186,vanilla,0.0,0.06
187,vanilla,0.0,0.06
188,vanilla,0.0,0.06
189,vanilla,0.0,0.06
190,vanilla,0.0,0.06
191,vanilla,0.0,0.06
192,vanilla,0.0,0.06
193,vanilla,0.0,0.06
194,vanilla,0.0,0.06
195,vanilla,0.0,0.06
196,vanilla,0.0,0.06
197,vanilla,0.0,0.06
198,vanilla,0.0,0.06
199,vanilla,0.0,0.06
200,vanilla,0.0,0.06
201,vanilla,0.0,0.06
202,vanilla,0.0,0.06
203,vanilla,0.0,0.06
204,vanilla,0.0,0.06
205,vanilla,0.0,0.06
206,vanilla,0.0,0.06
207,vanilla,1.0,0.07
208,vanilla,1.0,0.08
209,vanilla,0.0,0.08
210,vanilla,0.0,0.08
211,vanilla,0.0,0.08
212,vanilla,0.0,0.08
213,vanilla,0.0,0.08
214,vanilla,0.0,0.08
215,vanilla,0.0,0.08
216,vanilla,0.0,0.08
217,vanilla,1.0,0.09
218,vanilla,0.0,0.09
219,vanilla,0.0,0.09
220,vanilla,0.0,0.09
221,vanilla,0.0,0.09
222,vanilla,0.0,0.09
223,vanilla,1.0,0.1
224,vanilla,0.0,0.1
225,vanilla,0.0,0.1
226,vanilla,0.0,0.1
227,vanilla,0.0,0.1
228,vanilla,0.0,0.1
229,vanilla,0.0,0.1
230,vanilla,0.0,0.1
231,vanilla,0.0,0.1
232,vanilla,0.0,0.1
233,vanilla,0.0,0.1
234,vanilla,1.0,0.11
235,vanilla,0.0,0.11
236,vanilla,0.0,0.1
237,vanilla,0.0,0.1
238,vanilla,0.0,0.1
239,vanilla,0.0,0.1
240,vanilla,0.0,0.1
241,vanilla,0.0,0.1
242,vanilla,0.0,0.1
243,vanilla,0.0,0.1
244,vanilla,0.0,0.09
245,vanilla,1.0,0.1
246,vanilla,0.0,0.1
247,vanilla,0.0,0.1
248,vanilla,1.0,0.11
249,vanilla,0.0,0.1
250,vanilla,0.0,0.1
251,vanilla,0.0,0.09
252,vanilla,0.0,0.09
253,vanilla,0.0,0.09
254,vanilla,0.0,0.09
255,vanilla,0.0,0.09
256,vanilla,0.0,0.09
257,vanilla,0.0,0.09
258,vanilla,0.0,0.09
259,vanilla,0.0,0.09
260,vanilla,0.0,0.09
261,vanilla,0.0,0.09
262,vanilla,0.0,0.08
263,vanilla,0.0,0.08
264,vanilla,0.0,0.08
265,vanilla,0.0,0.08
266,vanilla,0.0,0.08
267,vanilla,0.0,0.08
268,vanilla,0.0,0.08
269,vanilla,0.0,0.08
270,vanilla,1.0,0.09
271,vanilla,0.0,0.09
272,vanilla,0.0,0.09
273,vanilla,0.0,0.09
274,vanilla,0.0,0.09
275,vanilla,0.0,0.09
276,vanilla,0.0,0.09
277,vanilla,0.0,0.09
278,vanilla,0.0,0.08
279,vanilla,0.0,0.08
280,vanilla,0.0,0.08
281,vanilla,0.0,0.08
282,vanilla,0.0,0.08
283,vanilla,0.0,0.08
284,vanilla,1.0,0.09
285,vanilla,0.0,0.09
286,vanilla,0.0,0.09
287,vanilla,0.0,0.09
288,vanilla,0.0,0.09
289,vanilla,1.0,0.1
290,vanilla,0.0,0.1
291,vanilla,0.0,0.1
292,vanilla,0.0,0.1
293,vanilla,0.0,0.1
294,vanilla,0.0,0.1
295,vanilla,0.0,0.1
296,vanilla,0.0,0.1
297,vanilla,0.0,0.1
298,vanilla,0.0,0.1
299,vanilla,0.0,0.1
300,vanilla,0.0,0.1
