episode,agent_type,belief_evasive,belief_territorial,map_model_id,map_model_name,prior_model_id,prior_model_name,switched,true_end_policy,switch_point,model_correct,episode_reward,log_lik_per_step
24,bayesian,0.8553329286199427,0.1446670713800584,0,evasive,1,territorial,1,evasive,24,1,1.0,-2.334127187728882
25,bayesian,9.905537037054986e-07,0.999999009446299,1,territorial,0,evasive,1,territorial,20,1,1.0,-3.6076371669769287
26,bayesian,7.116377185571044e-52,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.40626060962677
27,bayesian,5.709496150718439e-44,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.6304124593734741
28,bayesian,1.1368066550935247e-08,0.9999999886319344,1,territorial,1,territorial,0,territorial,25,1,1.0,-2.1866681575775146
29,bayesian,6.206449415884396e-51,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4216959476470947
30,bayesian,2.4589707928061046e-21,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.9476083517074585
31,bayesian,8.056919623215977e-08,0.9999999194308039,1,territorial,1,territorial,0,evasive,23,0,1.0,-1.7565889358520508
32,bayesian,2.9500840007283286e-21,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.5153756141662598
33,bayesian,1.1010616077971389e-46,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.633382797241211
34,bayesian,0.7176702812380972,0.2823297187619029,0,evasive,1,territorial,1,evasive,27,1,1.0,-1.3044641017913818
35,bayesian,5.527613730276791e-35,1.0,1,territorial,0,evasive,1,territorial,18,1,0.0,-4.479648113250732
36,bayesian,0.8617410394654684,0.1382589605345317,0,evasive,1,territorial,1,evasive,30,1,1.0,-2.7680253982543945
37,bayesian,7.619161620893902e-60,1.0,1,territorial,0,evasive,1,territorial,27,1,0.0,-6.842724323272705
38,bayesian,3.614156198641834e-08,0.9999999638584363,1,territorial,1,territorial,0,territorial,31,1,1.0,-2.2278354167938232
39,bayesian,0.1375351810586241,0.8624648189413774,1,territorial,1,territorial,0,territorial,16,1,1.0,-2.1946802139282227
40,bayesian,3.367430449129892e-44,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.6783355474472046
41,bayesian,1.918647917981658e-49,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4419225454330444
42,bayesian,6.16900525491804e-31,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.31934654712677
43,bayesian,3.8549973288809783e-35,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5065152645111084
44,bayesian,7.209855052617152e-82,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4071382284164429
45,bayesian,3.2809048262097456e-35,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.520457148551941
46,bayesian,1.5260655174720347e-27,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4316413402557373
47,bayesian,8.353702218715349e-20,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.3814512491226196
48,bayesian,1.0261540305379374e-45,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4904682636260986
49,bayesian,9.448881744346348e-13,0.999999999999055,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.2507860660552979
50,bayesian,3.254604635788498e-07,0.9999996745395375,1,territorial,1,territorial,0,territorial,16,1,1.0,-2.1275346279144287
51,bayesian,4.661244517009511e-25,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.3899084329605103
52,bayesian,5.942842037455171e-05,0.9999405715796268,1,territorial,1,territorial,0,evasive,24,0,1.0,-2.9233293533325195
53,bayesian,7.494174227299877e-11,0.9999999999250591,1,territorial,1,territorial,0,territorial,19,1,1.0,-1.7817825078964233
54,bayesian,3.4186574331335183e-49,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.2262380123138428
55,bayesian,2.015337822519407e-52,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.35117769241333
56,bayesian,7.450214272449869e-24,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.494698166847229
57,bayesian,2.797283089943111e-52,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4226630926132202
58,bayesian,1.3936287491829512e-19,1.0,1,territorial,1,territorial,0,territorial,28,1,1.0,-1.888149619102478
59,bayesian,2.86431213619021e-41,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.5223098993301392
60,bayesian,1.8333708680601238e-47,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.2409361600875854
61,bayesian,3.428790170387449e-54,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.1274847984313965
62,bayesian,6.931116487256587e-28,1.0,1,territorial,1,territorial,0,evasive,33,0,1.0,-3.4392848014831543
63,bayesian,8.812378406580273e-48,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.5794788599014282
64,bayesian,6.821480260364786e-11,0.9999999999317843,1,territorial,1,territorial,0,evasive,21,0,1.0,-2.7515056133270264
65,bayesian,2.0024293242102733e-48,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.8591352701187134
66,bayesian,3.691651822165358e-49,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.3716175556182861
67,bayesian,2.751099855016931e-23,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.5047887563705444
68,bayesian,4.9714886479491333e-42,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.632960319519043
69,bayesian,7.178868691605263e-45,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.4211663007736206
70,bayesian,7.705398759059766e-72,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3335587978363037
71,bayesian,9.73798251313543e-06,0.9999902620174871,1,territorial,1,territorial,0,evasive,26,0,1.0,-3.222130298614502
72,bayesian,6.970762672388905e-49,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.5269557237625122
73,bayesian,1.5900471557202549e-46,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.4603546857833862
74,bayesian,3.0984077638080625e-63,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4261438846588135
75,bayesian,1.1228748996506513e-64,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.419884204864502
76,bayesian,6.850197515774577e-54,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4044163227081299
77,bayesian,7.833284518731e-34,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.595934510231018
78,bayesian,2.1602220608180574e-36,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.5503212213516235
79,bayesian,7.337002202762684e-47,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.3059346675872803
80,bayesian,9.314100952198649e-37,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.796128511428833
81,bayesian,1.7416845847558264e-35,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4394474029541016
82,bayesian,5.996085943126801e-53,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.393894910812378
83,bayesian,2.7760078993254974e-40,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.018524408340454
84,bayesian,4.1493038184613863e-35,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.0804638862609863
85,bayesian,6.220963791302711e-56,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.3438993692398071
86,bayesian,4.7779817931337594e-60,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.454197645187378
87,bayesian,2.8097943850236246e-53,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.7069729566574097
88,bayesian,3.2865509021092757e-37,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.626997470855713
89,bayesian,3.6849274571950906e-26,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.0843634605407715
90,bayesian,6.54141976824434e-76,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.3399115800857544
91,bayesian,5.181515593287998e-34,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9493765830993652
92,bayesian,1.7353188929233858e-34,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.454351782798767
93,bayesian,2.5088142429640707e-17,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-2.1908059120178223
94,bayesian,6.269455672572931e-45,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4407696723937988
95,bayesian,2.281548243837548e-63,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4218450784683228
96,bayesian,6.817564162423278e-60,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.334596872329712
97,bayesian,1.8196454990073063e-65,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.2948458194732666
98,bayesian,4.0108297829988578e-56,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.3304566144943237
99,bayesian,6.172289738556421e-42,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4223474264144897
100,bayesian,3.9389340071026145e-31,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6269896030426025
101,bayesian,2.0148935196801479e-28,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.8512940406799316
102,bayesian,1.3084654256906332e-62,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4559388160705566
103,bayesian,3.078003898832464e-48,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.476515769958496
104,bayesian,1.969243932867448e-54,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.309431552886963
105,bayesian,1.6575195756079396e-66,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3182302713394165
106,bayesian,2.350109487137827e-37,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.6230400800704956
107,bayesian,4.270920031039519e-35,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-2.1297762393951416
108,bayesian,1.4746022735569333e-40,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.4631088972091675
109,bayesian,9.717341158818834e-57,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.28300940990448
110,bayesian,2.5578375180404404e-47,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.3588230609893799
111,bayesian,3.0938346657867887e-12,0.9999999999969091,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.6752691268920898
112,bayesian,3.188437179201348e-52,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4772385358810425
113,bayesian,7.487494218308254e-58,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.3914976119995117
114,bayesian,9.441882039562656e-30,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.8569631576538086
115,bayesian,2.160205585731014e-21,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9717525243759155
116,bayesian,5.262752545557855e-41,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4922666549682617
117,bayesian,3.464943669756974e-27,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.5396502017974854
118,bayesian,1.624771297561883e-52,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.7650010585784912
119,bayesian,9.631956329765048e-54,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4755444526672363
120,bayesian,1.8101578337701842e-53,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6390316486358643
121,bayesian,7.107003226769757e-56,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.3683991432189941
122,bayesian,2.2075848783358347e-33,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.2976042032241821
123,bayesian,1.0376304918494504e-41,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.396517276763916
124,bayesian,1.1436262002180541e-54,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4720535278320312
125,bayesian,1.1694654609009276e-54,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4938645362854004
126,bayesian,1.7445331972024025e-47,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6800413131713867
127,bayesian,3.447540135046046e-42,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4054224491119385
128,bayesian,1.1609458048880366e-22,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.6144509315490723
129,bayesian,6.607067087796523e-26,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.9843167066574097
130,bayesian,6.350064400363759e-60,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5118218660354614
131,bayesian,7.556376365486291e-31,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4729212522506714
132,bayesian,4.0586603414914147e-66,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.5540173053741455
133,bayesian,9.363662334158618e-43,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.3856909275054932
134,bayesian,2.931020589047046e-62,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.4465988874435425
135,bayesian,8.606668188340888e-47,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.5048702955245972
136,bayesian,5.338690568410139e-37,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.3267550468444824
137,bayesian,1.959252786444209e-12,0.9999999999980389,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.4148638248443604
138,bayesian,2.6592898694640483e-65,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.42825186252594
139,bayesian,1.7866604345812084e-39,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.540465235710144
140,bayesian,8.666925392095734e-40,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.9216614961624146
141,bayesian,3.4548661680290265e-61,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.802085041999817
142,bayesian,1.569977425188667e-45,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4099011421203613
143,bayesian,1.2046952737903627e-21,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.6027190685272217
144,bayesian,1.766556249332044e-20,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.241518974304199
145,bayesian,4.726847579250013e-42,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4699690341949463
146,bayesian,2.1890242728943686e-28,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.3963900804519653
147,bayesian,1.1830762399632828e-14,0.9999999999999858,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6445890665054321
148,bayesian,2.8123844352211003e-94,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4072496891021729
149,bayesian,1.7058086890698436e-21,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4742127656936646
150,bayesian,4.218676264587943e-57,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.2721484899520874
151,bayesian,1.6828601794394743e-48,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4956022500991821
152,bayesian,1.707245627313485e-53,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.9556961059570312
153,bayesian,1.0060960748706727e-36,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.4355144500732422
154,bayesian,1.2627904564319842e-19,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.7313494682312012
155,bayesian,1.0299994782545937e-71,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4531644582748413
156,bayesian,8.694620137520844e-45,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5573182106018066
157,bayesian,1.0665047764395794e-63,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.3737585544586182
158,bayesian,1.572462817019415e-70,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.2798322439193726
159,bayesian,3.3059704896742428e-49,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.8844345808029175
160,bayesian,1.3129667453075538e-45,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4557549953460693
161,bayesian,9.989336184735924e-09,0.9999999900106635,1,territorial,1,territorial,0,evasive,25,0,1.0,-1.656407117843628
162,bayesian,1.4138971570671168e-56,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9902307987213135
163,bayesian,4.6116821134224716e-42,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.9953104257583618
164,bayesian,7.367037277262648e-40,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.8172941207885742
165,bayesian,2.0868541643422474e-43,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4572923183441162
166,bayesian,7.065406956100546e-32,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.8444349765777588
167,bayesian,4.396325504838741e-77,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.497249722480774
168,bayesian,2.9134811516188673e-80,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4442342519760132
169,bayesian,3.2511820768492664e-55,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.461319088935852
170,bayesian,2.5654080770727326e-19,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9204559326171875
171,bayesian,4.277735631071641e-35,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.7500731945037842
172,bayesian,9.763065206929638e-30,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.9529078006744385
173,bayesian,4.969396651626783e-37,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5636759996414185
174,bayesian,2.0021456893614137e-64,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4549435377120972
175,bayesian,9.40736807036537e-30,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.3541561365127563
176,bayesian,1.2857137696829015e-49,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.5155258178710938
177,bayesian,4.1382587477177107e-48,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4670213460922241
178,bayesian,7.6327974649343565e-47,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.209390163421631
179,bayesian,1.2707803182854445e-46,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.295412302017212
180,bayesian,2.094048152570114e-72,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.3470476865768433
181,bayesian,8.630464691935473e-56,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.2352803945541382
182,bayesian,2.0262976584193745e-69,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5061805248260498
183,bayesian,9.097773123573868e-62,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.291831612586975
184,bayesian,2.5027342131759125e-55,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3073441982269287
185,bayesian,7.20944437755163e-59,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.6844723224639893
186,bayesian,9.665246509032413e-73,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.555806279182434
187,bayesian,5.118716830241276e-53,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.6269594430923462
188,bayesian,7.827591180317371e-16,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-2.0656018257141113
189,bayesian,1.4281293606191282e-52,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.4718068838119507
190,bayesian,6.000190845975707e-20,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7826790809631348
191,bayesian,1.0948416392838106e-54,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.7065823078155518
192,bayesian,1.3085782391070097e-50,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4788448810577393
193,bayesian,5.610467415009228e-49,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.300730586051941
194,bayesian,7.807713821206636e-35,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9973939657211304
195,bayesian,1.8727340714987086e-60,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.6969709396362305
196,bayesian,1.1579544118475715e-47,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3568469285964966
197,bayesian,1.3840535094749862e-59,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.3348873853683472
198,bayesian,0.9300476352059437,0.06995236479405634,0,evasive,1,territorial,1,evasive,30,1,1.0,-2.2877752780914307
199,bayesian,2.84875370852911e-47,1.0,1,territorial,0,evasive,1,territorial,31,1,0.0,-6.09746789932251
