episode,agent_type,belief_evasive,belief_territorial,map_model_id,map_model_name,prior_model_id,prior_model_name,switched,true_end_policy,switch_point,model_correct,episode_reward,log_lik_per_step
58,bayesian,4.216197092160901e-24,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.3399076461791992
59,bayesian,4.192028757926933e-39,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4870154857635498
60,bayesian,5.136162720848252e-31,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.1921442747116089
61,bayesian,2.2184666244218524e-33,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4590526819229126
62,bayesian,1.0952992066139032e-20,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-2.017300844192505
63,bayesian,1.930528256265317e-40,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4356515407562256
64,bayesian,1.8349556380757436e-47,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4905855655670166
65,bayesian,2.7234977783290944e-56,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.5600075721740723
66,bayesian,1.9241098451011065e-40,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.6454883813858032
67,bayesian,3.595166646938724e-38,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4327654838562012
68,bayesian,1.8828298353186584e-12,0.9999999999981171,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7405205965042114
69,bayesian,1.8803091092619038e-06,0.9999981196908901,1,territorial,1,territorial,0,evasive,22,0,1.0,-2.462177038192749
70,bayesian,1.8275294539351223e-40,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.5946589708328247
71,bayesian,9.617108938311907e-42,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4488345384597778
72,bayesian,1.3507636637642712e-31,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4782848358154297
73,bayesian,1.3399830321015128e-58,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.6392840147018433
74,bayesian,2.3859876152219666e-31,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4095319509506226
75,bayesian,1.7909562246394283e-20,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.7967166900634766
76,bayesian,4.888228073012016e-23,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.9004970788955688
77,bayesian,4.2132821424211847e-45,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.2532310485839844
78,bayesian,7.7724084415040075e-28,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.4804219007492065
79,bayesian,3.9909888995393113e-41,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5229177474975586
80,bayesian,2.3156204856251306e-19,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4978399276733398
81,bayesian,9.144394958956806e-25,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7074133157730103
82,bayesian,3.667621996399692e-71,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.3436050415039062
83,bayesian,0.9949828458832296,0.005017154116770725,0,evasive,1,territorial,1,evasive,30,1,1.0,-3.368403196334839
84,bayesian,1.3493209724434614e-47,1.0,1,territorial,0,evasive,1,territorial,29,1,0.0,-5.868268966674805
85,bayesian,8.144974965998188e-29,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.6292556524276733
86,bayesian,3.174344840877134e-31,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.8781899213790894
87,bayesian,1.747379812725493e-29,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4612380266189575
88,bayesian,2.2647414939281113e-57,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.410340428352356
89,bayesian,4.5820166523567926e-70,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.6297385692596436
90,bayesian,1.266753153107166e-39,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.71017324924469
91,bayesian,1.0108255321479535e-48,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4974018335342407
92,bayesian,2.6986511303123365e-45,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.4966816902160645
93,bayesian,3.0603529971253904e-30,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.502632975578308
94,bayesian,9.949142470617326e-28,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.539402723312378
95,bayesian,1.5061620301418136e-23,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.490721583366394
96,bayesian,4.323274745526364e-28,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.605576753616333
97,bayesian,5.0898889189382104e-27,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.3643569946289062
98,bayesian,1.0438181903174694e-44,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.7238695621490479
99,bayesian,5.385955041919651e-55,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.512798547744751
100,bayesian,1.5641112237725262e-25,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5049810409545898
101,bayesian,7.862367377025731e-23,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7060683965682983
102,bayesian,2.541425161945365e-28,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.6886910200119019
103,bayesian,5.870721595127764e-75,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4801769256591797
104,bayesian,2.900524408027423e-53,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5782808065414429
105,bayesian,3.7348819513129015e-27,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.595410704612732
106,bayesian,2.6957701987851106e-45,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5256941318511963
107,bayesian,1.3953547612920417e-53,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.5087864398956299
108,bayesian,3.68740837885679e-49,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.2669486999511719
109,bayesian,2.319388336437478e-25,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.4644275903701782
110,bayesian,7.745151252298906e-20,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.563693642616272
111,bayesian,6.528978182036375e-39,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.5253524780273438
112,bayesian,6.076065701703888e-19,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.7619913816452026
113,bayesian,7.71424160443669e-37,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4680410623550415
114,bayesian,1.4645697737019515e-22,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4329187870025635
115,bayesian,2.642785328711997e-54,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.267979383468628
116,bayesian,3.924346942575487e-43,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4503823518753052
117,bayesian,7.826301282461506e-55,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.469573736190796
118,bayesian,0.9843283944169332,0.0156716055830671,0,evasive,1,territorial,1,evasive,25,1,1.0,-2.341839075088501
119,bayesian,0.04610637832378913,0.9538936216762111,1,territorial,0,evasive,1,evasive,23,0,1.0,-2.362719774246216
120,bayesian,8.675300648081935e-46,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.425864338874817
121,bayesian,1.1794289844734925e-32,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.519765853881836
122,bayesian,1.1280798767635515e-24,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.4390133619308472
123,bayesian,8.781351318083145e-30,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.48215913772583
124,bayesian,7.619680949467602e-46,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5736615657806396
125,bayesian,2.692208278087596e-42,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4670722484588623
126,bayesian,1.3828558875599445e-21,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.321940541267395
127,bayesian,1.2870138189548222e-57,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.4892144203186035
128,bayesian,2.558090582320168e-25,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.8494353294372559
129,bayesian,6.694597131675256e-48,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.5212372541427612
130,bayesian,1.4825852814274474e-45,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.5100277662277222
131,bayesian,8.240606011782704e-37,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3137247562408447
132,bayesian,3.140066951092115e-47,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5651311874389648
133,bayesian,0.9940055855018897,0.005994414498110402,0,evasive,1,territorial,1,evasive,29,1,1.0,-3.164327621459961
134,bayesian,1.399637354042359e-28,1.0,1,territorial,0,evasive,1,territorial,22,1,0.0,-3.9509758949279785
135,bayesian,8.899847422359455e-32,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.4612566232681274
136,bayesian,6.740306938472963e-27,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.451445460319519
137,bayesian,1.9992816156273868e-51,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5142110586166382
138,bayesian,1.0868280322569033e-30,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4348093271255493
139,bayesian,8.02954480200121e-49,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.470507264137268
140,bayesian,8.583142482593118e-36,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.493042230606079
141,bayesian,7.86994712042103e-41,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.550904631614685
142,bayesian,5.400620044643518e-19,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5088574886322021
143,bayesian,1.6632843008979773e-35,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.8051109313964844
144,bayesian,1.5630435606266925e-40,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.5705621242523193
145,bayesian,7.185107944063033e-32,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.957537055015564
146,bayesian,3.8614280794080963e-28,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.1622154712677
147,bayesian,2.1186480975699615e-15,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.5882184505462646
148,bayesian,6.522721461038095e-34,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5278526544570923
149,bayesian,2.522996621301089e-34,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.454035758972168
150,bayesian,0.9969610612490194,0.0030389387509820393,0,evasive,1,territorial,1,evasive,27,1,1.0,-2.4997518062591553
151,bayesian,7.073130283094642e-74,1.0,1,territorial,0,evasive,1,territorial,16,1,0.0,-8.21464729309082
152,bayesian,2.2612734751974076e-10,0.9999999997738698,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.463566541671753
153,bayesian,1.492868209460286e-07,0.9999998507131789,1,territorial,1,territorial,0,evasive,24,0,1.0,-2.3219008445739746
154,bayesian,4.997572109978468e-08,0.9999999500242781,1,territorial,1,territorial,0,evasive,27,0,1.0,-1.935344934463501
155,bayesian,4.5527169041150914e-30,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.478756070137024
156,bayesian,1.8549638987902454e-55,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.5618972778320312
157,bayesian,2.0703161176261175e-26,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.056032657623291
158,bayesian,2.9435558334509175e-49,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.542534351348877
159,bayesian,1.8030369689485253e-25,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.8913294076919556
160,bayesian,2.2098170836064516e-26,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5183148384094238
161,bayesian,7.8245639685455e-19,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.7039483785629272
162,bayesian,8.399842740791426e-43,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3879315853118896
163,bayesian,2.9705923567050263e-73,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5298621654510498
164,bayesian,3.783395318535324e-41,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.992388129234314
165,bayesian,2.136085517667379e-47,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6857988834381104
166,bayesian,4.754672407175468e-45,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4012219905853271
167,bayesian,4.5775838315453783e-23,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.453188419342041
168,bayesian,3.8144218098198925e-07,0.9999996185578189,1,territorial,1,territorial,0,evasive,16,0,1.0,-1.744843602180481
169,bayesian,2.8040601279761616e-42,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5647393465042114
170,bayesian,5.790526884532542e-57,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.393711805343628
171,bayesian,3.520619523221256e-44,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.473946213722229
172,bayesian,1.5290307460804518e-43,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.5540969371795654
173,bayesian,3.5141039064419765e-41,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.6852989196777344
174,bayesian,5.039543028794244e-56,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4906891584396362
175,bayesian,1.6568840397364344e-40,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.4263012409210205
176,bayesian,2.5503113665956517e-43,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.1990389823913574
177,bayesian,9.816488371334852e-41,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.4320220947265625
178,bayesian,6.854857465482424e-52,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3007121086120605
179,bayesian,7.656126472001701e-62,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4769142866134644
180,bayesian,2.0059303872970056e-26,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.2588250637054443
181,bayesian,5.710222175581233e-64,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.5443754196166992
182,bayesian,7.415167531749183e-47,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4844335317611694
183,bayesian,8.14697199582981e-42,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5189539194107056
184,bayesian,9.128810855681398e-26,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.259430170059204
185,bayesian,3.6482373061992947e-50,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5710276365280151
186,bayesian,7.254325377786131e-30,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4746520519256592
187,bayesian,5.0561481162215925e-46,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.499158263206482
188,bayesian,3.087251400271551e-45,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5917985439300537
189,bayesian,0.9100897182656352,0.08991028173436474,0,evasive,1,territorial,1,evasive,17,1,1.0,-1.7370413541793823
190,bayesian,2.9962766234910457e-52,1.0,1,territorial,0,evasive,1,territorial,28,1,0.0,-6.48762845993042
191,bayesian,4.13349931125239e-53,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4274872541427612
192,bayesian,2.6611963588458685e-36,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4905805587768555
193,bayesian,2.4282884837944394e-25,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.274179220199585
194,bayesian,1.8407058683378511e-38,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.7054744958877563
195,bayesian,8.429018076354535e-66,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.5528024435043335
196,bayesian,2.5165948539349853e-49,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4133745431900024
197,bayesian,1.2510465652010613e-29,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.5547534227371216
198,bayesian,5.981201756378737e-57,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.695885419845581
199,bayesian,1.216981965503684e-43,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4435688257217407
