episode,agent_type,episode_reward,reward_100ep_mean
0,static,1.0,1.0
1,static,1.0,1.0
2,static,1.0,1.0
3,static,1.0,1.0
4,static,1.0,1.0
5,static,0.0,0.8333333333333334
6,static,1.0,0.8571428571428571
7,static,1.0,0.875
8,static,0.0,0.7777777777777778
9,static,1.0,0.8
10,static,0.0,0.7272727272727273
11,static,1.0,0.75
12,static,0.0,0.6923076923076923
13,static,0.0,0.6428571428571429
14,static,0.0,0.6
15,static,0.0,0.5625
16,static,1.0,0.5882352941176471
17,static,1.0,0.6111111111111112
18,static,1.0,0.631578947368421
19,static,0.0,0.6
20,static,0.0,0.5714285714285714
21,static,1.0,0.5909090909090909
22,static,1.0,0.6086956521739131
23,static,0.0,0.5833333333333334
24,static,1.0,0.6
25,static,0.0,0.5769230769230769
26,static,1.0,0.5925925925925926
27,static,1.0,0.6071428571428571
28,static,0.0,0.5862068965517241
29,static,0.0,0.5666666666666667
30,static,1.0,0.5806451612903226
31,static,0.0,0.5625
32,static,1.0,0.5757575757575758
33,static,1.0,0.5882352941176471
34,static,0.0,0.5714285714285714
35,static,0.0,0.5555555555555556
36,static,1.0,0.5675675675675675
37,static,1.0,0.5789473684210527
38,static,0.0,0.5641025641025641
39,static,0.0,0.55
40,static,1.0,0.5609756097560976
41,static,1.0,0.5714285714285714
42,static,0.0,0.5581395348837209
43,static,1.0,0.5681818181818182
44,static,0.0,0.5555555555555556
45,static,0.0,0.5434782608695652
46,static,0.0,0.5319148936170213
47,static,1.0,0.5416666666666666
48,static,0.0,0.5306122448979592
49,static,0.0,0.52
50,static,1.0,0.5294117647058824
51,static,0.0,0.5192307692307693
52,static,0.0,0.5094339622641509
53,static,0.0,0.5
54,static,0.0,0.4909090909090909
55,static,0.0,0.48214285714285715
56,static,1.0,0.49122807017543857
57,static,1.0,0.5
58,static,0.0,0.4915254237288136
59,static,0.0,0.48333333333333334
60,static,0.0,0.47540983606557374
61,static,0.0,0.46774193548387094
62,static,0.0,0.4603174603174603
63,static,0.0,0.453125
64,static,0.0,0.4461538461538462
65,static,0.0,0.4393939393939394
66,static,0.0,0.43283582089552236
67,static,0.0,0.4264705882352941
68,static,0.0,0.42028985507246375
69,static,1.0,0.42857142857142855
70,static,0.0,0.4225352112676056
71,static,0.0,0.4166666666666667
72,static,0.0,0.410958904109589
73,static,0.0,0.40540540540540543
74,static,0.0,0.4
75,static,0.0,0.39473684210526316
76,static,0.0,0.38961038961038963
77,static,0.0,0.38461538461538464
78,static,0.0,0.379746835443038
79,static,0.0,0.375
80,static,0.0,0.37037037037037035
81,static,0.0,0.36585365853658536
82,static,0.0,0.3614457831325301
83,static,1.0,0.36904761904761907
84,static,0.0,0.36470588235294116
85,static,0.0,0.36046511627906974
86,static,0.0,0.3563218390804598
87,static,0.0,0.3522727272727273
88,static,0.0,0.34831460674157305
89,static,0.0,0.34444444444444444
90,static,0.0,0.34065934065934067
91,static,0.0,0.33695652173913043
92,static,0.0,0.3333333333333333
93,static,0.0,0.32978723404255317
94,static,0.0,0.3263157894736842
95,static,0.0,0.3229166666666667
96,static,0.0,0.31958762886597936
97,static,0.0,0.3163265306122449
98,static,0.0,0.31313131313131315
99,static,0.0,0.31
100,static,0.0,0.3
101,static,0.0,0.29
102,static,0.0,0.28
103,static,0.0,0.27
104,static,0.0,0.26
105,static,0.0,0.26
106,static,0.0,0.25
107,static,0.0,0.24
108,static,0.0,0.24
109,static,0.0,0.23
110,static,0.0,0.23
111,static,0.0,0.22
112,static,0.0,0.22
113,static,0.0,0.22
114,static,0.0,0.22
115,static,0.0,0.22
116,static,0.0,0.21
117,static,0.0,0.2
118,static,1.0,0.2
119,static,0.0,0.2
120,static,0.0,0.2
121,static,0.0,0.19
122,static,0.0,0.18
123,static,1.0,0.19
124,static,0.0,0.18
125,static,0.0,0.18
126,static,0.0,0.17
127,static,0.0,0.16
128,static,0.0,0.16
129,static,0.0,0.16
130,static,0.0,0.15
131,static,0.0,0.15
132,static,0.0,0.14
133,static,0.0,0.13
134,static,0.0,0.13
135,static,0.0,0.13
136,static,0.0,0.12
137,static,0.0,0.11
138,static,0.0,0.11
139,static,0.0,0.11
140,static,0.0,0.1
141,static,0.0,0.09
142,static,0.0,0.09
143,static,0.0,0.08
144,static,0.0,0.08
145,static,0.0,0.08
146,static,0.0,0.08
147,static,0.0,0.07
148,static,0.0,0.07
149,static,0.0,0.07
150,static,0.0,0.06
151,static,0.0,0.06
152,static,0.0,0.06
153,static,1.0,0.07
154,static,0.0,0.07
155,static,0.0,0.07
156,static,1.0,0.07
157,static,0.0,0.06
158,static,0.0,0.06
159,static,0.0,0.06
160,static,0.0,0.06
161,static,0.0,0.06
162,static,0.0,0.06
163,static,1.0,0.07
164,static,0.0,0.07
165,static,0.0,0.07
166,static,0.0,0.07
167,static,0.0,0.07
168,static,1.0,0.08
169,static,0.0,0.07
170,static,0.0,0.07
171,static,0.0,0.07
172,static,0.0,0.07
173,static,0.0,0.07
174,static,0.0,0.07
175,static,0.0,0.07
176,static,0.0,0.07
177,static,0.0,0.07
178,static,0.0,0.07
179,static,1.0,0.08
180,static,0.0,0.08
181,static,0.0,0.08
182,static,0.0,0.08
183,static,0.0,0.07
184,static,0.0,0.07
185,static,0.0,0.07
186,static,0.0,0.07
187,static,0.0,0.07
188,static,0.0,0.07
189,static,0.0,0.07
190,static,0.0,0.07
191,static,0.0,0.07
192,static,0.0,0.07
193,static,0.0,0.07
194,static,0.0,0.07
195,static,0.0,0.07
196,static,0.0,0.07
197,static,0.0,0.07
198,static,1.0,0.08
199,static,0.0,0.08
200,static,0.0,0.08
201,static,0.0,0.08
202,static,0.0,0.08
203,static,0.0,0.08
204,static,0.0,0.08
205,static,0.0,0.08
206,static,0.0,0.08
207,static,0.0,0.08
208,static,0.0,0.08
209,static,0.0,0.08
210,static,0.0,0.08
211,static,0.0,0.08
212,static,0.0,0.08
213,static,0.0,0.08
214,static,0.0,0.08
215,static,0.0,0.08
216,static,1.0,0.09
217,static,0.0,0.09
218,static,1.0,0.09
219,static,0.0,0.09
220,static,0.0,0.09
221,static,0.0,0.09
222,static,0.0,0.09
223,static,0.0,0.08
224,static,1.0,0.09
225,static,0.0,0.09
226,static,0.0,0.09
227,static,0.0,0.09
228,static,0.0,0.09
229,static,0.0,0.09
230,static,1.0,0.1
231,static,0.0,0.1
232,static,0.0,0.1
233,static,1.0,0.11
234,static,0.0,0.11
235,static,0.0,0.11
236,static,0.0,0.11
237,static,0.0,0.11
238,static,0.0,0.11
239,static,1.0,0.12
240,static,0.0,0.12
241,static,0.0,0.12
242,static,0.0,0.12
243,static,0.0,0.12
244,static,0.0,0.12
245,static,0.0,0.12
246,static,0.0,0.12
247,static,0.0,0.12
248,static,0.0,0.12
249,static,0.0,0.12
250,static,0.0,0.12
251,static,0.0,0.12
252,static,0.0,0.12
253,static,0.0,0.11
254,static,0.0,0.11
255,static,0.0,0.11
256,static,0.0,0.1
257,static,0.0,0.1
258,static,1.0,0.11
259,static,0.0,0.11
260,static,0.0,0.11
261,static,0.0,0.11
262,static,0.0,0.11
263,static,0.0,0.1
264,static,0.0,0.1
265,static,0.0,0.1
266,static,0.0,0.1
267,static,0.0,0.1
268,static,0.0,0.09
269,static,0.0,0.09
270,static,0.0,0.09
271,static,0.0,0.09
272,static,0.0,0.09
273,static,0.0,0.09
274,static,0.0,0.09
275,static,0.0,0.09
276,static,0.0,0.09
277,static,0.0,0.09
278,static,0.0,0.09
279,static,0.0,0.08
280,static,0.0,0.08
281,static,0.0,0.08
282,static,0.0,0.08
283,static,0.0,0.08
284,static,1.0,0.09
285,static,0.0,0.09
286,static,0.0,0.09
287,static,0.0,0.09
288,static,0.0,0.09
289,static,0.0,0.09
290,static,0.0,0.09
291,static,0.0,0.09
292,static,0.0,0.09
293,static,0.0,0.09
294,static,0.0,0.09
295,static,0.0,0.09
296,static,0.0,0.09
297,static,1.0,0.1
298,static,0.0,0.09
299,static,0.0,0.09
300,static,0.0,0.09
301,static,0.0,0.09
302,static,0.0,0.09
303,static,0.0,0.09
304,static,0.0,0.09
305,static,0.0,0.09
306,static,1.0,0.1
307,static,0.0,0.1
308,static,0.0,0.1
309,static,0.0,0.1
310,static,0.0,0.1
311,static,0.0,0.1
312,static,0.0,0.1
313,static,0.0,0.1
314,static,0.0,0.1
315,static,0.0,0.1
316,static,0.0,0.09
317,static,0.0,0.09
318,static,0.0,0.08
319,static,0.0,0.08
320,static,0.0,0.08
321,static,0.0,0.08
322,static,0.0,0.08
323,static,0.0,0.08
324,static,0.0,0.07
325,static,0.0,0.07
326,static,0.0,0.07
327,static,0.0,0.07
328,static,0.0,0.07
329,static,0.0,0.07
330,static,0.0,0.06
331,static,0.0,0.06
332,static,0.0,0.06
333,static,0.0,0.05
334,static,0.0,0.05
335,static,0.0,0.05
336,static,0.0,0.05
337,static,0.0,0.05
338,static,0.0,0.05
339,static,0.0,0.04
340,static,0.0,0.04
341,static,0.0,0.04
342,static,0.0,0.04
343,static,0.0,0.04
344,static,1.0,0.05
345,static,0.0,0.05
346,static,0.0,0.05
347,static,0.0,0.05
348,static,0.0,0.05
349,static,0.0,0.05
350,static,0.0,0.05
351,static,0.0,0.05
352,static,0.0,0.05
353,static,0.0,0.05
354,static,0.0,0.05
355,static,0.0,0.05
356,static,0.0,0.05
357,static,0.0,0.05
358,static,0.0,0.04
359,static,0.0,0.04
360,static,0.0,0.04
361,static,0.0,0.04
362,static,0.0,0.04
363,static,0.0,0.04
364,static,0.0,0.04
365,static,1.0,0.05
366,static,0.0,0.05
367,static,1.0,0.06
368,static,0.0,0.06
369,static,0.0,0.06
370,static,0.0,0.06
371,static,0.0,0.06
372,static,0.0,0.06
373,static,0.0,0.06
374,static,0.0,0.06
375,static,0.0,0.06
376,static,0.0,0.06
377,static,0.0,0.06
378,static,0.0,0.06
379,static,0.0,0.06
380,static,0.0,0.06
381,static,0.0,0.06
382,static,0.0,0.06
383,static,0.0,0.06
384,static,0.0,0.05
385,static,0.0,0.05
386,static,0.0,0.05
387,static,0.0,0.05
388,static,0.0,0.05
389,static,0.0,0.05
390,static,0.0,0.05
391,static,0.0,0.05
392,static,0.0,0.05
393,static,1.0,0.06
394,static,0.0,0.06
395,static,0.0,0.06
396,static,0.0,0.06
397,static,0.0,0.05
398,static,1.0,0.06
399,static,0.0,0.06
400,static,0.0,0.06
401,static,1.0,0.07
402,static,0.0,0.07
403,static,0.0,0.07
404,static,0.0,0.07
405,static,0.0,0.07
406,static,0.0,0.06
407,static,0.0,0.06
408,static,0.0,0.06
409,static,0.0,0.06
410,static,1.0,0.07
411,static,0.0,0.07
412,static,0.0,0.07
413,static,0.0,0.07
414,static,0.0,0.07
415,static,0.0,0.07
416,static,0.0,0.07
417,static,0.0,0.07
418,static,0.0,0.07
419,static,0.0,0.07
420,static,0.0,0.07
421,static,1.0,0.08
422,static,0.0,0.08
423,static,0.0,0.08
424,static,0.0,0.08
425,static,0.0,0.08
426,static,1.0,0.09
427,static,0.0,0.09
428,static,0.0,0.09
429,static,0.0,0.09
430,static,0.0,0.09
431,static,0.0,0.09
432,static,0.0,0.09
433,static,0.0,0.09
434,static,0.0,0.09
435,static,0.0,0.09
436,static,0.0,0.09
437,static,0.0,0.09
438,static,0.0,0.09
439,static,0.0,0.09
440,static,0.0,0.09
441,static,0.0,0.09
442,static,0.0,0.09
443,static,0.0,0.09
444,static,0.0,0.08
445,static,0.0,0.08
446,static,0.0,0.08
447,static,0.0,0.08
448,static,0.0,0.08
449,static,0.0,0.08
450,static,0.0,0.08
451,static,0.0,0.08
452,static,0.0,0.08
453,static,0.0,0.08
454,static,0.0,0.08
455,static,0.0,0.08
456,static,0.0,0.08
457,static,0.0,0.08
458,static,0.0,0.08
459,static,0.0,0.08
460,static,0.0,0.08
461,static,0.0,0.08
462,static,0.0,0.08
463,static,0.0,0.08
464,static,0.0,0.08
465,static,0.0,0.07
466,static,0.0,0.07
467,static,0.0,0.06
468,static,0.0,0.06
469,static,0.0,0.06
470,static,0.0,0.06
471,static,0.0,0.06
472,static,0.0,0.06
473,static,0.0,0.06
474,static,0.0,0.06
475,static,0.0,0.06
476,static,0.0,0.06
477,static,0.0,0.06
478,static,0.0,0.06
479,static,0.0,0.06
480,static,0.0,0.06
481,static,0.0,0.06
