episode,agent_type,belief_evasive,belief_territorial,map_model_id,map_model_name,prior_model_id,prior_model_name,switched,true_end_policy,switch_point,model_correct,episode_reward,log_lik_per_step
108,bayesian,4.140720021639408e-49,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.4017208814620972
109,bayesian,9.213399268384424e-42,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4129772186279297
110,bayesian,8.007162858552995e-47,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4242435693740845
111,bayesian,2.247252593681925e-21,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.800256609916687
112,bayesian,2.9545017405697947e-34,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4776700735092163
113,bayesian,1.4985005372588435e-52,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4356346130371094
114,bayesian,6.332201293613488e-41,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7812715768814087
115,bayesian,3.747659009423694e-40,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3190197944641113
116,bayesian,9.338532872423327e-54,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.6738191843032837
117,bayesian,1.3039589923146263e-20,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.5112818479537964
118,bayesian,1.5776957786494544e-48,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4723069667816162
119,bayesian,2.9607055245339316e-50,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4956589937210083
120,bayesian,9.255739790709203e-50,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.4549260139465332
121,bayesian,3.1976285503836162e-40,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.6551318168640137
122,bayesian,3.625344668061699e-36,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.416208028793335
123,bayesian,2.5420599163256923e-47,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.4920148849487305
124,bayesian,4.8861126953966045e-34,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.6117509603500366
125,bayesian,1.0634186327860517e-38,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.5595474243164062
126,bayesian,9.352146304108835e-40,1.0,1,territorial,1,territorial,0,territorial,16,1,0.0,-1.5216631889343262
127,bayesian,7.85434741313551e-57,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4571903944015503
128,bayesian,7.347565175033069e-46,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.3547430038452148
129,bayesian,2.9140621293199265e-33,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.8195310831069946
130,bayesian,3.27230650036918e-08,0.9999999672769354,1,territorial,1,territorial,0,evasive,20,0,1.0,-2.0760645866394043
131,bayesian,2.207720733713208e-62,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.6374703645706177
132,bayesian,1.8759282212335314e-47,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.0280685424804688
133,bayesian,1.343430569845839e-06,0.9999986565694314,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.90234375
134,bayesian,2.7479665432708072e-36,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.8689172267913818
135,bayesian,3.0951236965632454e-48,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.50457763671875
136,bayesian,4.77683246296156e-38,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.426222801208496
137,bayesian,3.605998181759941e-11,0.99999999996394,1,territorial,1,territorial,0,territorial,33,1,0.0,-1.9945287704467773
138,bayesian,2.6794811232044103e-21,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-2.054649829864502
139,bayesian,5.8893359438057065e-61,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.4883548021316528
140,bayesian,5.400361808254529e-53,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.59404456615448
141,bayesian,1.3155677698533245e-24,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.3127613067626953
142,bayesian,1.476343911465119e-48,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.279968500137329
143,bayesian,0.9271594355644778,0.07284056443552231,0,evasive,1,territorial,1,evasive,28,1,1.0,-2.9804494380950928
144,bayesian,4.663304005195209e-64,1.0,1,territorial,0,evasive,1,territorial,22,1,0.0,-7.132073879241943
145,bayesian,1.8484436569446036e-33,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.902803897857666
146,bayesian,3.734199070960911e-49,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4710993766784668
147,bayesian,9.772929628895618e-62,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.2838308811187744
148,bayesian,1.8191166485625655e-44,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.581928014755249
149,bayesian,8.943794315673093e-60,1.0,1,territorial,1,territorial,0,territorial,25,1,0.0,-1.4217954874038696
150,bayesian,2.8255632565264574e-30,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.796221137046814
151,bayesian,2.902337370901964e-32,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.3741105794906616
152,bayesian,0.881956800868164,0.1180431991318359,0,evasive,1,territorial,1,evasive,17,1,1.0,-2.4457218647003174
153,bayesian,1.2413443081496513e-21,1.0,1,territorial,0,evasive,1,territorial,23,1,0.0,-3.437150478363037
154,bayesian,1.827008989811755e-45,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.53657066822052
155,bayesian,2.6985427022301173e-34,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.819417953491211
156,bayesian,1.6245857789172209e-59,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4076249599456787
157,bayesian,1.6077418535922132e-45,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4980661869049072
158,bayesian,8.050255076566209e-47,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-2.0930635929107666
159,bayesian,8.32883219157093e-17,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.210394859313965
160,bayesian,4.954842811579362e-21,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.5281732082366943
161,bayesian,9.051890918477501e-35,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4966589212417603
162,bayesian,6.549414838209542e-22,1.0,1,territorial,1,territorial,0,territorial,19,1,0.0,-1.587301254272461
163,bayesian,6.805814005774512e-24,1.0,1,territorial,1,territorial,0,territorial,29,1,0.0,-1.7449885606765747
164,bayesian,4.1940921459403303e-39,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.5385351181030273
165,bayesian,2.9193018578705435e-26,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5328246355056763
166,bayesian,1.0968437321092659e-32,1.0,1,territorial,1,territorial,0,territorial,31,1,0.0,-1.9243816137313843
167,bayesian,1.1526473615655177e-56,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5525225400924683
168,bayesian,7.259592551707865e-28,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.5225499868392944
169,bayesian,3.8544885599707217e-17,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.5238189697265625
170,bayesian,0.053975045927952325,0.9460249540720477,1,territorial,1,territorial,0,evasive,32,0,1.0,-1.3281176090240479
171,bayesian,5.9261013167815734e-58,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4203972816467285
172,bayesian,1.8386842434466366e-61,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.3848751783370972
173,bayesian,1.50516110408657e-25,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.7062766551971436
174,bayesian,8.8010144011768e-35,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.57886803150177
175,bayesian,1.1375837521773454e-37,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.4038503170013428
176,bayesian,3.138236386650889e-46,1.0,1,territorial,1,territorial,0,territorial,20,1,0.0,-1.4800366163253784
177,bayesian,1.410576096395335e-52,1.0,1,territorial,1,territorial,0,territorial,32,1,0.0,-1.8371740579605103
178,bayesian,2.209676012035617e-69,1.0,1,territorial,1,territorial,0,territorial,17,1,0.0,-1.4992181062698364
179,bayesian,8.560725981540302e-55,1.0,1,territorial,1,territorial,0,territorial,27,1,0.0,-1.4799877405166626
180,bayesian,6.885329564781397e-39,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-2.0564727783203125
181,bayesian,3.4614040187322877e-19,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.4098652601242065
182,bayesian,8.388063926271372e-08,0.9999999161193607,1,territorial,1,territorial,0,evasive,25,0,1.0,-1.6917953491210938
183,bayesian,4.043772872460476e-31,1.0,1,territorial,1,territorial,0,territorial,18,1,0.0,-1.5398478507995605
184,bayesian,0.7812680486032109,0.21873195139678955,0,evasive,1,territorial,1,evasive,22,1,1.0,-1.8733723163604736
185,bayesian,4.3019123041325534e-32,1.0,1,territorial,0,evasive,1,territorial,21,1,0.0,-4.1730194091796875
186,bayesian,8.870122825626007e-32,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.7106693983078003
187,bayesian,2.7858772848425526e-45,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.407143473625183
188,bayesian,4.056162245741891e-39,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-2.020862579345703
189,bayesian,1.932018883986443e-60,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.30266273021698
190,bayesian,2.0482657277396593e-56,1.0,1,territorial,1,territorial,0,territorial,23,1,0.0,-1.6055625677108765
191,bayesian,3.1476480374717933e-46,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3950392007827759
192,bayesian,4.640635529545661e-22,1.0,1,territorial,1,territorial,0,territorial,33,1,0.0,-2.2464966773986816
193,bayesian,6.085220285537214e-44,1.0,1,territorial,1,territorial,0,territorial,24,1,0.0,-1.3265377283096313
194,bayesian,1.1434246708973474e-33,1.0,1,territorial,1,territorial,0,territorial,22,1,0.0,-1.371915578842163
195,bayesian,1.1154486894195971e-45,1.0,1,territorial,1,territorial,0,territorial,28,1,0.0,-1.4128780364990234
196,bayesian,3.303884404680837e-45,1.0,1,territorial,1,territorial,0,territorial,26,1,0.0,-1.607528805732727
197,bayesian,6.341510839812338e-07,0.9999993658489158,1,territorial,1,territorial,0,evasive,19,0,1.0,-2.0479846000671387
198,bayesian,4.2796518150287864e-47,1.0,1,territorial,1,territorial,0,territorial,30,1,0.0,-1.8177677392959595
199,bayesian,1.5036101038977696e-27,1.0,1,territorial,1,territorial,0,territorial,21,1,0.0,-1.3474417924880981
