episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
48,him_her,1,territorial,territorial,26,1,1,-2.6183581352233887,1.0
49,him_her,1,territorial,territorial,24,1,0,-1.228708267211914,0.0
50,him_her,1,territorial,evasive,24,0,0,-1.7088559865951538,1.0
51,him_her,1,territorial,territorial,33,1,1,-2.6656417846679688,0.0
52,him_her,1,territorial,evasive,20,0,1,-2.200305700302124,1.0
53,him_her,0,evasive,territorial,24,0,1,-3.670034646987915,1.0
54,him_her,1,territorial,territorial,19,1,1,-3.2005512714385986,1.0
55,him_her,1,territorial,territorial,32,1,0,-1.7524824142456055,0.0
56,him_her,1,territorial,territorial,24,1,0,-1.725168228149414,1.0
57,him_her,1,territorial,territorial,30,1,0,-1.5896100997924805,0.0
58,him_her,1,territorial,evasive,23,0,1,-2.7976465225219727,1.0
59,him_her,0,evasive,evasive,23,1,1,-3.1044628620147705,1.0
60,him_her,1,territorial,evasive,16,0,1,-7.694007396697998,1.0
61,him_her,1,territorial,evasive,33,0,1,-2.0365729331970215,1.0
62,him_her,1,territorial,territorial,33,1,1,-2.1218643188476562,0.0
63,him_her,1,territorial,territorial,18,1,0,-1.533626675605774,0.0
64,him_her,1,territorial,territorial,31,1,1,-2.667732000350952,1.0
65,him_her,1,territorial,territorial,30,1,1,-2.376044750213623,0.0
66,him_her,1,territorial,evasive,25,0,0,-1.9974877834320068,1.0
67,him_her,0,evasive,territorial,19,0,1,-4.514047622680664,1.0
68,him_her,1,territorial,evasive,24,0,1,-6.714997291564941,1.0
69,him_her,1,territorial,territorial,21,1,0,-1.460602045059204,0.0
70,him_her,0,evasive,evasive,26,1,1,-5.461315155029297,1.0
71,him_her,1,territorial,territorial,16,1,1,-3.3326563835144043,0.0
72,him_her,1,territorial,territorial,16,1,0,-1.7518670558929443,1.0
73,him_her,1,territorial,territorial,26,1,0,-1.5450087785720825,0.0
74,him_her,1,territorial,territorial,19,1,0,-1.7051830291748047,1.0
75,him_her,1,territorial,territorial,22,1,0,-1.3178004026412964,0.0
76,him_her,1,territorial,territorial,31,1,0,-1.6610965728759766,0.0
77,him_her,1,territorial,territorial,23,1,0,-1.3144471645355225,0.0
78,him_her,1,territorial,territorial,17,1,0,-1.434815764427185,0.0
79,him_her,0,evasive,territorial,22,0,1,-3.349879264831543,1.0
80,him_her,1,territorial,evasive,23,0,1,-4.834051132202148,1.0
81,him_her,1,territorial,evasive,20,0,0,-1.8184094429016113,1.0
82,him_her,1,territorial,territorial,20,1,0,-1.4125105142593384,0.0
83,him_her,1,territorial,territorial,21,1,0,-1.3371220827102661,1.0
84,him_her,1,territorial,evasive,32,0,1,-2.894007682800293,1.0
85,him_her,0,evasive,evasive,18,1,1,-4.734211444854736,1.0
86,him_her,1,territorial,territorial,25,1,1,-4.686429500579834,0.0
87,him_her,1,territorial,territorial,21,1,0,-1.4108997583389282,0.0
88,him_her,1,territorial,territorial,22,1,0,-1.4498651027679443,0.0
89,him_her,1,territorial,territorial,23,1,0,-1.5401802062988281,0.0
90,him_her,1,territorial,territorial,20,1,0,-1.5079991817474365,0.0
91,him_her,1,territorial,evasive,29,0,1,-2.2154922485351562,1.0
92,him_her,1,territorial,territorial,21,1,0,-1.3854838609695435,0.0
93,him_her,1,territorial,territorial,32,1,0,-1.7693966627120972,1.0
94,him_her,0,evasive,evasive,18,1,1,-4.750500202178955,1.0
95,him_her,1,territorial,territorial,27,1,1,-5.714354991912842,1.0
96,him_her,1,territorial,territorial,30,1,0,-1.9424370527267456,0.0
97,him_her,1,territorial,territorial,19,1,0,-1.5325514078140259,0.0
98,him_her,1,territorial,territorial,20,1,0,-1.6127749681472778,0.0
99,him_her,1,territorial,territorial,25,1,0,-1.6352834701538086,0.0
100,him_her,1,territorial,evasive,17,0,1,-2.186655044555664,1.0
101,him_her,1,territorial,territorial,16,1,0,-1.3826080560684204,0.0
102,him_her,1,territorial,evasive,16,0,0,-1.3972842693328857,1.0
103,him_her,0,evasive,evasive,21,1,1,-3.0595128536224365,1.0
104,him_her,1,territorial,evasive,31,0,1,-3.8067235946655273,1.0
105,him_her,1,territorial,territorial,18,1,0,-1.4497629404067993,0.0
106,him_her,1,territorial,territorial,31,1,0,-1.9731677770614624,0.0
107,him_her,1,territorial,territorial,24,1,0,-1.9311150312423706,1.0
108,him_her,1,territorial,evasive,32,0,0,-1.9499870538711548,1.0
109,him_her,1,territorial,territorial,26,1,0,-1.4051482677459717,0.0
110,him_her,1,territorial,territorial,29,1,0,-1.7263107299804688,0.0
111,him_her,1,territorial,territorial,24,1,0,-1.3036036491394043,0.0
112,him_her,1,territorial,territorial,31,1,1,-2.0871212482452393,0.0
113,him_her,1,territorial,evasive,30,0,0,-1.905089020729065,1.0
114,him_her,1,territorial,territorial,17,1,0,-1.5122402906417847,0.0
115,him_her,1,territorial,territorial,29,1,0,-1.8457541465759277,0.0
116,him_her,0,evasive,evasive,25,1,1,-3.0848283767700195,1.0
117,him_her,1,territorial,territorial,29,1,1,-5.347077369689941,1.0
118,him_her,0,evasive,evasive,32,1,1,-3.044550895690918,1.0
119,him_her,1,territorial,evasive,22,0,1,-10.085577964782715,1.0
120,him_her,0,evasive,evasive,28,1,1,-2.854269504547119,1.0
121,him_her,1,territorial,territorial,23,1,1,-3.952150821685791,0.0
122,him_her,1,territorial,territorial,28,1,0,-1.6098047494888306,0.0
123,him_her,1,territorial,territorial,30,1,0,-1.7658175230026245,0.0
124,him_her,1,territorial,evasive,26,0,1,-2.7231669425964355,1.0
125,him_her,0,evasive,evasive,21,1,1,-3.499940872192383,1.0
126,him_her,1,territorial,territorial,17,1,1,-4.000024795532227,0.0
127,him_her,1,territorial,territorial,28,1,0,-1.664786696434021,0.0
128,him_her,0,evasive,territorial,32,0,1,-4.128519058227539,1.0
129,him_her,1,territorial,territorial,21,1,1,-6.13603401184082,0.0
130,him_her,1,territorial,territorial,24,1,0,-1.4756176471710205,0.0
131,him_her,1,territorial,territorial,24,1,0,-1.3883634805679321,0.0
132,him_her,1,territorial,territorial,22,1,0,-1.407128095626831,0.0
133,him_her,1,territorial,evasive,28,0,1,-2.169865131378174,1.0
134,him_her,1,territorial,territorial,33,1,1,-2.0067126750946045,0.0
135,him_her,1,territorial,territorial,22,1,0,-1.5321989059448242,0.0
136,him_her,1,territorial,territorial,27,1,0,-1.3899389505386353,0.0
137,him_her,1,territorial,territorial,33,1,1,-2.1124136447906494,0.0
138,him_her,1,territorial,territorial,24,1,0,-1.3525032997131348,0.0
139,him_her,1,territorial,territorial,29,1,0,-1.2448837757110596,0.0
140,him_her,1,territorial,territorial,16,1,0,-1.512581467628479,0.0
141,him_her,1,territorial,territorial,21,1,0,-1.481050729751587,0.0
142,him_her,1,territorial,territorial,23,1,0,-1.3650195598602295,0.0
143,him_her,1,territorial,territorial,32,1,0,-1.8596011400222778,0.0
144,him_her,1,territorial,territorial,22,1,0,-1.373278021812439,1.0
145,him_her,1,territorial,territorial,22,1,1,-2.6597068309783936,1.0
146,him_her,1,territorial,territorial,19,1,0,-1.4407126903533936,0.0
147,him_her,1,territorial,territorial,31,1,0,-1.9096330404281616,0.0
148,him_her,0,evasive,territorial,27,0,1,-2.875478744506836,1.0
149,him_her,1,territorial,territorial,20,1,1,-4.384256839752197,1.0
150,him_her,1,territorial,territorial,24,1,0,-1.4647505283355713,0.0
151,him_her,1,territorial,territorial,29,1,0,-1.6256283521652222,1.0
152,him_her,1,territorial,territorial,27,1,0,-1.4149329662322998,0.0
153,him_her,1,territorial,territorial,32,1,0,-1.7122336626052856,0.0
154,him_her,1,territorial,evasive,28,0,0,-1.9783670902252197,1.0
155,him_her,1,territorial,territorial,16,1,0,-1.5763607025146484,1.0
156,him_her,1,territorial,territorial,33,1,0,-1.8326760530471802,0.0
157,him_her,1,territorial,territorial,19,1,0,-1.547512173652649,0.0
158,him_her,0,evasive,evasive,22,1,1,-3.2993648052215576,1.0
159,him_her,1,territorial,territorial,16,1,1,-4.416389465332031,0.0
160,him_her,1,territorial,territorial,25,1,0,-1.3325942754745483,0.0
161,him_her,1,territorial,territorial,29,1,0,-1.7938226461410522,0.0
162,him_her,1,territorial,territorial,19,1,0,-1.3088408708572388,0.0
163,him_her,1,territorial,evasive,17,0,0,-1.5993505716323853,1.0
164,him_her,1,territorial,territorial,22,1,0,-1.260587453842163,0.0
165,him_her,1,territorial,evasive,33,0,1,-3.551027297973633,1.0
166,him_her,1,territorial,territorial,27,1,0,-1.5148675441741943,0.0
167,him_her,1,territorial,territorial,17,1,0,-1.5677926540374756,0.0
168,him_her,1,territorial,territorial,31,1,0,-1.7657153606414795,1.0
169,him_her,1,territorial,territorial,30,1,1,-2.001380681991577,0.0
170,him_her,1,territorial,territorial,17,1,0,-1.5398597717285156,0.0
171,him_her,1,territorial,territorial,16,1,0,-1.516754150390625,0.0
172,him_her,1,territorial,territorial,23,1,1,-2.4676272869110107,1.0
173,him_her,1,territorial,territorial,27,1,0,-1.905045986175537,0.0
174,him_her,1,territorial,territorial,30,1,0,-1.6996276378631592,0.0
175,him_her,1,territorial,territorial,29,1,0,-1.708423137664795,0.0
176,him_her,1,territorial,territorial,25,1,0,-1.3243260383605957,0.0
177,him_her,1,territorial,evasive,30,0,0,-1.691165566444397,1.0
178,him_her,1,territorial,territorial,25,1,0,-1.7543576955795288,1.0
179,him_her,0,evasive,evasive,32,1,1,-2.207106113433838,1.0
180,him_her,1,territorial,evasive,30,0,1,-7.201760292053223,1.0
181,him_her,1,territorial,territorial,33,1,1,-2.393974781036377,1.0
182,him_her,1,territorial,evasive,29,0,1,-2.8750712871551514,1.0
183,him_her,1,territorial,territorial,32,1,1,-2.000657796859741,0.0
184,him_her,1,territorial,territorial,26,1,1,-3.179080009460449,1.0
185,him_her,0,evasive,territorial,24,0,1,-2.049302816390991,1.0
186,him_her,1,territorial,territorial,23,1,1,-5.500716209411621,0.0
187,him_her,1,territorial,territorial,26,1,0,-1.4716557264328003,0.0
188,him_her,0,evasive,territorial,16,0,1,-3.8782310485839844,1.0
189,him_her,1,territorial,evasive,20,0,1,-7.191615104675293,1.0
190,him_her,1,territorial,evasive,33,0,0,-1.4540022611618042,1.0
191,him_her,1,territorial,territorial,30,1,0,-1.6863142251968384,0.0
192,him_her,1,territorial,evasive,24,0,1,-2.1104843616485596,1.0
193,him_her,1,territorial,territorial,33,1,1,-3.1284050941467285,0.0
194,him_her,1,territorial,territorial,19,1,0,-1.5459574460983276,0.0
195,him_her,1,territorial,territorial,30,1,1,-2.2022016048431396,0.0
196,him_her,1,territorial,evasive,16,0,0,-1.8063775300979614,1.0
197,him_her,1,territorial,evasive,27,0,1,-2.247124195098877,1.0
198,him_her,1,territorial,territorial,22,1,0,-1.4136265516281128,0.0
199,him_her,1,territorial,territorial,23,1,0,-1.3799996376037598,0.0
