episode,agent_type,episode_reward,reward_100ep_mean
392,static,0.0,0.1
393,static,0.0,0.1
394,static,0.0,0.1
395,static,0.0,0.1
396,static,0.0,0.1
397,static,0.0,0.1
398,static,0.0,0.1
399,static,0.0,0.1
400,static,0.0,0.1
401,static,0.0,0.1
402,static,0.0,0.1
403,static,0.0,0.1
404,static,0.0,0.1
405,static,0.0,0.1
406,static,0.0,0.1
407,static,0.0,0.1
408,static,0.0,0.1
409,static,0.0,0.1
410,static,0.0,0.1
411,static,0.0,0.1
412,static,0.0,0.09
413,static,0.0,0.09
414,static,0.0,0.09
415,static,0.0,0.09
416,static,0.0,0.09
417,static,0.0,0.09
418,static,1.0,0.1
419,static,0.0,0.1
420,static,0.0,0.1
421,static,1.0,0.11
422,static,0.0,0.11
423,static,0.0,0.11
424,static,0.0,0.11
425,static,0.0,0.11
426,static,0.0,0.1
427,static,0.0,0.1
428,static,0.0,0.1
429,static,0.0,0.1
430,static,0.0,0.1
431,static,0.0,0.1
432,static,0.0,0.09
433,static,0.0,0.09
434,static,0.0,0.09
435,static,0.0,0.09
436,static,0.0,0.09
437,static,0.0,0.09
438,static,0.0,0.08
439,static,0.0,0.08
440,static,0.0,0.08
441,static,0.0,0.08
442,static,0.0,0.08
443,static,0.0,0.08
444,static,0.0,0.08
445,static,1.0,0.08
446,static,0.0,0.08
447,static,0.0,0.08
448,static,0.0,0.08
449,static,0.0,0.08
450,static,0.0,0.08
451,static,0.0,0.08
452,static,0.0,0.08
453,static,0.0,0.08
454,static,0.0,0.08
455,static,0.0,0.08
456,static,0.0,0.08
457,static,0.0,0.08
458,static,0.0,0.08
459,static,0.0,0.07
460,static,0.0,0.07
461,static,0.0,0.06
462,static,0.0,0.06
463,static,0.0,0.06
464,static,0.0,0.06
465,static,0.0,0.06
466,static,0.0,0.06
467,static,0.0,0.06
468,static,0.0,0.05
469,static,0.0,0.05
470,static,0.0,0.05
471,static,0.0,0.05
472,static,0.0,0.04
473,static,0.0,0.04
474,static,0.0,0.04
475,static,0.0,0.04
476,static,0.0,0.04
477,static,0.0,0.04
478,static,0.0,0.04
479,static,0.0,0.04
480,static,1.0,0.05
481,static,0.0,0.05
482,static,0.0,0.05
483,static,1.0,0.06
484,static,0.0,0.06
485,static,0.0,0.06
486,static,0.0,0.06
487,static,0.0,0.06
488,static,0.0,0.06
489,static,0.0,0.05
490,static,0.0,0.05
491,static,0.0,0.05
492,static,0.0,0.05
493,static,0.0,0.05
494,static,0.0,0.05
495,static,0.0,0.05
496,static,0.0,0.05
497,static,0.0,0.05
498,static,0.0,0.05
499,static,0.0,0.05
