episode,agent_type,episode_reward,reward_100ep_mean
0,static,0.0,0.0
1,static,0.0,0.0
2,static,1.0,0.3333333333333333
3,static,0.0,0.25
4,static,0.0,0.2
5,static,1.0,0.3333333333333333
6,static,1.0,0.42857142857142855
7,static,0.0,0.375
8,static,0.0,0.3333333333333333
9,static,0.0,0.3
10,static,1.0,0.36363636363636365
11,static,0.0,0.3333333333333333
12,static,0.0,0.3076923076923077
13,static,0.0,0.2857142857142857
14,static,0.0,0.26666666666666666
15,static,0.0,0.25
16,static,0.0,0.23529411764705882
17,static,0.0,0.2222222222222222
18,static,0.0,0.21052631578947367
19,static,0.0,0.2
20,static,1.0,0.23809523809523808
21,static,1.0,0.2727272727272727
22,static,0.0,0.2608695652173913
23,static,0.0,0.25
24,static,1.0,0.28
25,static,0.0,0.2692307692307692
26,static,1.0,0.2962962962962963
27,static,1.0,0.32142857142857145
28,static,0.0,0.3103448275862069
29,static,0.0,0.3
30,static,0.0,0.2903225806451613
31,static,1.0,0.3125
32,static,1.0,0.3333333333333333
33,static,0.0,0.3235294117647059
34,static,0.0,0.3142857142857143
35,static,0.0,0.3055555555555556
36,static,0.0,0.2972972972972973
37,static,1.0,0.3157894736842105
38,static,0.0,0.3076923076923077
39,static,0.0,0.3
40,static,0.0,0.2926829268292683
41,static,0.0,0.2857142857142857
42,static,0.0,0.27906976744186046
43,static,0.0,0.2727272727272727
44,static,1.0,0.28888888888888886
45,static,0.0,0.2826086956521739
46,static,0.0,0.2765957446808511
47,static,0.0,0.2708333333333333
48,static,0.0,0.2653061224489796
49,static,0.0,0.26
50,static,0.0,0.2549019607843137
51,static,1.0,0.2692307692307692
52,static,0.0,0.2641509433962264
53,static,0.0,0.25925925925925924
54,static,0.0,0.2545454545454545
55,static,0.0,0.25
56,static,0.0,0.24561403508771928
57,static,0.0,0.2413793103448276
58,static,0.0,0.23728813559322035
59,static,0.0,0.23333333333333334
60,static,0.0,0.22950819672131148
61,static,0.0,0.22580645161290322
62,static,0.0,0.2222222222222222
63,static,0.0,0.21875
64,static,1.0,0.23076923076923078
65,static,0.0,0.22727272727272727
66,static,0.0,0.22388059701492538
67,static,0.0,0.22058823529411764
68,static,0.0,0.21739130434782608
69,static,0.0,0.21428571428571427
70,static,0.0,0.2112676056338028
71,static,0.0,0.20833333333333334
72,static,0.0,0.2054794520547945
73,static,0.0,0.20270270270270271
74,static,0.0,0.2
75,static,0.0,0.19736842105263158
76,static,0.0,0.19480519480519481
77,static,0.0,0.19230769230769232
78,static,0.0,0.189873417721519
79,static,0.0,0.1875
80,static,0.0,0.18518518518518517
81,static,0.0,0.18292682926829268
82,static,0.0,0.18072289156626506
83,static,0.0,0.17857142857142858
84,static,0.0,0.17647058823529413
85,static,0.0,0.1744186046511628
86,static,0.0,0.1724137931034483
87,static,0.0,0.17045454545454544
88,static,0.0,0.16853932584269662
89,static,0.0,0.16666666666666666
90,static,0.0,0.16483516483516483
91,static,0.0,0.16304347826086957
92,static,0.0,0.16129032258064516
93,static,0.0,0.1595744680851064
94,static,0.0,0.15789473684210525
95,static,0.0,0.15625
96,static,0.0,0.15463917525773196
97,static,0.0,0.15306122448979592
98,static,0.0,0.15151515151515152
99,static,0.0,0.15
