episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
88,him_her,1,territorial,territorial,31,1,0,-1.9285283088684082,1.0
89,him_her,1,territorial,evasive,21,0,0,-1.7041267156600952,1.0
90,him_her,1,territorial,territorial,25,1,0,-1.329156756401062,0.0
91,him_her,0,evasive,evasive,16,1,1,-3.1589865684509277,1.0
92,him_her,1,territorial,territorial,18,1,1,-6.035449504852295,0.0
93,him_her,1,territorial,territorial,25,1,0,-1.3616160154342651,0.0
94,him_her,1,territorial,territorial,22,1,0,-1.362863540649414,0.0
95,him_her,1,territorial,territorial,17,1,0,-1.4401476383209229,0.0
96,him_her,1,territorial,territorial,27,1,0,-1.4614228010177612,0.0
97,him_her,1,territorial,territorial,30,1,0,-1.9500690698623657,0.0
98,him_her,1,territorial,territorial,20,1,0,-1.352249264717102,0.0
99,him_her,1,territorial,territorial,19,1,0,-1.5974371433258057,0.0
100,him_her,1,territorial,territorial,29,1,0,-1.5480085611343384,0.0
101,him_her,1,territorial,territorial,16,1,1,-2.2469077110290527,1.0
102,him_her,1,territorial,territorial,21,1,0,-1.4681687355041504,0.0
103,him_her,1,territorial,evasive,28,0,1,-2.8068180084228516,1.0
104,him_her,1,territorial,evasive,31,0,1,-4.178559303283691,1.0
105,him_her,1,territorial,territorial,31,1,1,-2.606321334838867,0.0
106,him_her,1,territorial,territorial,21,1,0,-1.6791596412658691,1.0
107,him_her,1,territorial,evasive,30,0,0,-1.6414625644683838,1.0
108,him_her,0,evasive,evasive,25,1,1,-4.053651332855225,1.0
109,him_her,1,territorial,territorial,32,1,1,-5.307340145111084,0.0
110,him_her,1,territorial,territorial,22,1,0,-1.5922831296920776,0.0
111,him_her,1,territorial,territorial,24,1,0,-1.3837683200836182,0.0
112,him_her,1,territorial,territorial,31,1,1,-2.426666021347046,0.0
113,him_her,1,territorial,territorial,24,1,0,-1.2891525030136108,0.0
114,him_her,1,territorial,territorial,25,1,0,-1.4150567054748535,0.0
115,him_her,0,evasive,territorial,25,0,1,-6.202517986297607,1.0
116,him_her,0,evasive,territorial,18,0,1,-2.3018062114715576,1.0
117,him_her,1,territorial,evasive,26,0,1,-7.129460334777832,1.0
118,him_her,1,territorial,evasive,16,0,0,-0.7646636962890625,1.0
119,him_her,1,territorial,territorial,32,1,1,-2.19252610206604,0.0
120,him_her,0,evasive,territorial,33,0,1,-2.913895606994629,0.0
121,him_her,0,evasive,evasive,29,1,0,-1.2697038650512695,1.0
122,him_her,0,evasive,evasive,21,1,0,-1.4951857328414917,1.0
123,him_her,1,territorial,territorial,27,1,1,-5.190784931182861,0.0
124,him_her,1,territorial,territorial,17,1,0,-1.5088862180709839,0.0
125,him_her,1,territorial,territorial,26,1,0,-1.2415422201156616,0.0
126,him_her,1,territorial,territorial,28,1,0,-1.9886530637741089,1.0
127,him_her,1,territorial,territorial,33,1,0,-1.4538220167160034,0.0
128,him_her,1,territorial,evasive,18,0,0,-1.3423261642456055,1.0
129,him_her,1,territorial,evasive,30,0,1,-2.3150441646575928,1.0
130,him_her,1,territorial,territorial,30,1,0,-1.71736741065979,0.0
131,him_her,1,territorial,territorial,33,1,1,-2.588557481765747,0.0
132,him_her,1,territorial,territorial,23,1,0,-1.537762999534607,0.0
133,him_her,1,territorial,evasive,30,0,0,-1.7522133588790894,1.0
134,him_her,0,evasive,evasive,23,1,1,-2.9606595039367676,1.0
135,him_her,1,territorial,territorial,20,1,1,-2.940833568572998,0.0
136,him_her,1,territorial,territorial,26,1,0,-1.4355257749557495,0.0
137,him_her,0,evasive,evasive,30,1,1,-2.4244742393493652,1.0
138,him_her,1,territorial,territorial,30,1,1,-4.364428520202637,0.0
139,him_her,1,territorial,territorial,17,1,0,-1.3968610763549805,0.0
140,him_her,0,evasive,evasive,31,1,1,-7.235658645629883,1.0
141,him_her,1,territorial,territorial,28,1,1,-3.5260186195373535,0.0
142,him_her,1,territorial,territorial,18,1,1,-3.0052287578582764,1.0
143,him_her,1,territorial,territorial,21,1,0,-1.7596949338912964,1.0
144,him_her,1,territorial,territorial,29,1,0,-1.5698814392089844,0.0
145,him_her,1,territorial,territorial,32,1,0,-1.5961096286773682,0.0
146,him_her,1,territorial,evasive,30,0,0,-1.4441057443618774,1.0
147,him_her,1,territorial,territorial,30,1,1,-2.5151259899139404,0.0
148,him_her,1,territorial,territorial,32,1,0,-1.6634421348571777,0.0
149,him_her,1,territorial,territorial,24,1,0,-1.4239977598190308,0.0
150,him_her,1,territorial,evasive,29,0,0,-0.6866127252578735,1.0
151,him_her,1,territorial,territorial,29,1,0,-1.8229024410247803,0.0
152,him_her,1,territorial,evasive,32,0,0,-1.7740806341171265,1.0
153,him_her,1,territorial,territorial,30,1,0,-1.4733492136001587,0.0
154,him_her,1,territorial,territorial,33,1,0,-1.7703344821929932,0.0
155,him_her,1,territorial,territorial,29,1,0,-1.640911340713501,0.0
156,him_her,1,territorial,territorial,25,1,0,-1.2002816200256348,0.0
157,him_her,1,territorial,territorial,16,1,0,-1.1293904781341553,1.0
158,him_her,1,territorial,territorial,29,1,0,-1.8277596235275269,0.0
159,him_her,1,territorial,territorial,30,1,1,-2.417228937149048,0.0
160,him_her,1,territorial,evasive,18,0,1,-2.9260096549987793,1.0
161,him_her,1,territorial,territorial,32,1,0,-1.9869458675384521,0.0
162,him_her,1,territorial,territorial,29,1,0,-1.5171964168548584,0.0
163,him_her,1,territorial,territorial,22,1,0,-1.2769629955291748,0.0
164,him_her,1,territorial,territorial,22,1,0,-1.4149150848388672,1.0
165,him_her,1,territorial,territorial,17,1,0,-1.4821510314941406,0.0
166,him_her,1,territorial,territorial,18,1,0,-1.4010260105133057,0.0
167,him_her,1,territorial,territorial,25,1,1,-3.5279316902160645,1.0
168,him_her,1,territorial,territorial,32,1,1,-2.7378158569335938,0.0
169,him_her,1,territorial,territorial,23,1,0,-1.481866478919983,0.0
170,him_her,1,territorial,territorial,19,1,0,-1.5874487161636353,0.0
171,him_her,1,territorial,territorial,33,1,1,-2.2131361961364746,1.0
172,him_her,1,territorial,territorial,19,1,0,-1.5412331819534302,0.0
173,him_her,1,territorial,territorial,32,1,1,-2.131690740585327,0.0
174,him_her,1,territorial,territorial,17,1,0,-1.8216060400009155,1.0
175,him_her,0,evasive,territorial,17,0,1,-3.8645753860473633,1.0
176,him_her,1,territorial,territorial,18,1,1,-3.734898805618286,1.0
177,him_her,0,evasive,territorial,27,0,1,-5.5060882568359375,1.0
178,him_her,1,territorial,territorial,27,1,1,-2.9468822479248047,1.0
179,him_her,0,evasive,territorial,18,0,1,-3.780390739440918,1.0
180,him_her,1,territorial,evasive,28,0,1,-4.930381774902344,1.0
181,him_her,1,territorial,territorial,22,1,1,-2.481025457382202,1.0
182,him_her,0,evasive,evasive,23,1,1,-5.993953704833984,1.0
183,him_her,1,territorial,territorial,19,1,1,-4.5787177085876465,0.0
184,him_her,0,evasive,evasive,21,1,1,-3.2222957611083984,1.0
185,him_her,0,evasive,territorial,32,0,1,-2.0377964973449707,1.0
186,him_her,1,territorial,territorial,19,1,1,-4.595605850219727,0.0
187,him_her,1,territorial,territorial,21,1,0,-1.4428569078445435,0.0
188,him_her,1,territorial,territorial,16,1,0,-1.5252575874328613,0.0
189,him_her,1,territorial,territorial,28,1,0,-1.4530426263809204,0.0
190,him_her,1,territorial,territorial,18,1,0,-1.5356426239013672,0.0
191,him_her,1,territorial,evasive,33,0,0,-1.823595404624939,1.0
192,him_her,1,territorial,territorial,26,1,0,-1.501503825187683,0.0
193,him_her,1,territorial,territorial,33,1,1,-2.2249462604522705,0.0
194,him_her,1,territorial,territorial,29,1,0,-1.765873670578003,0.0
195,him_her,1,territorial,evasive,29,0,1,-3.246394395828247,1.0
196,him_her,1,territorial,evasive,24,0,1,-2.494601011276245,1.0
197,him_her,1,territorial,territorial,23,1,1,-2.218348979949951,1.0
198,him_her,1,territorial,territorial,25,1,1,-2.120854616165161,1.0
199,him_her,1,territorial,territorial,30,1,0,-1.37962007522583,0.0
