episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
88,him_her,1,territorial,territorial,30,1,1,-2.392617702484131,0.0
89,him_her,0,evasive,evasive,26,1,1,-2.449002504348755,1.0
90,him_her,1,territorial,territorial,32,1,1,-3.741309404373169,0.0
91,him_her,0,evasive,territorial,25,0,1,-4.687472820281982,1.0
92,him_her,1,territorial,territorial,22,1,1,-6.066457748413086,1.0
93,him_her,0,evasive,evasive,28,1,1,-2.18011474609375,1.0
94,him_her,1,territorial,territorial,23,1,1,-3.1763315200805664,0.0
95,him_her,0,evasive,evasive,21,1,1,-2.7602694034576416,1.0
96,him_her,0,evasive,territorial,30,0,0,-1.7148962020874023,1.0
97,him_her,1,territorial,territorial,22,1,1,-5.178991794586182,0.0
98,him_her,1,territorial,territorial,18,1,0,-1.4856475591659546,0.0
99,him_her,1,territorial,territorial,20,1,0,-1.5596719980239868,0.0
100,him_her,1,territorial,territorial,20,1,0,-1.7516841888427734,1.0
101,him_her,1,territorial,territorial,27,1,0,-1.4511632919311523,0.0
102,him_her,1,territorial,territorial,26,1,0,-1.35164213180542,0.0
103,him_her,1,territorial,territorial,22,1,0,-1.3480093479156494,0.0
104,him_her,1,territorial,territorial,23,1,0,-1.2855284214019775,0.0
105,him_her,1,territorial,evasive,30,0,1,-2.7393388748168945,1.0
106,him_her,0,evasive,evasive,27,1,1,-2.565199851989746,1.0
107,him_her,1,territorial,territorial,22,1,1,-4.520586013793945,0.0
108,him_her,1,territorial,territorial,30,1,0,-1.6552495956420898,0.0
109,him_her,1,territorial,evasive,30,0,0,-1.7311805486679077,1.0
110,him_her,1,territorial,territorial,28,1,0,-1.504057765007019,0.0
111,him_her,1,territorial,territorial,29,1,0,-1.5705418586730957,0.0
112,him_her,1,territorial,territorial,30,1,1,-2.6133618354797363,0.0
113,him_her,1,territorial,territorial,28,1,0,-1.5820635557174683,0.0
114,him_her,1,territorial,territorial,25,1,0,-1.2256455421447754,0.0
115,him_her,1,territorial,evasive,26,0,1,-2.8432118892669678,1.0
116,him_her,1,territorial,territorial,32,1,0,-1.7208061218261719,0.0
117,him_her,1,territorial,territorial,26,1,0,-1.2761096954345703,0.0
118,him_her,1,territorial,evasive,28,0,1,-2.8556108474731445,1.0
119,him_her,1,territorial,territorial,19,1,0,-1.463728904724121,0.0
120,him_her,1,territorial,territorial,25,1,0,-1.3334437608718872,0.0
121,him_her,1,territorial,territorial,33,1,0,-1.6911154985427856,0.0
122,him_her,1,territorial,territorial,29,1,0,-1.7882276773452759,0.0
123,him_her,1,territorial,territorial,24,1,0,-1.3346604108810425,0.0
124,him_her,1,territorial,territorial,24,1,0,-1.4325424432754517,0.0
125,him_her,1,territorial,evasive,31,0,0,-1.8779964447021484,1.0
126,him_her,1,territorial,evasive,18,0,1,-2.780313014984131,1.0
127,him_her,1,territorial,evasive,24,0,0,-1.8983391523361206,1.0
128,him_her,1,territorial,territorial,21,1,0,-1.4937957525253296,0.0
129,him_her,1,territorial,evasive,24,0,0,-1.5990499258041382,1.0
130,him_her,1,territorial,territorial,30,1,1,-2.2688515186309814,0.0
131,him_her,1,territorial,evasive,17,0,1,-2.1292169094085693,1.0
132,him_her,1,territorial,territorial,20,1,0,-1.5009552240371704,0.0
133,him_her,1,territorial,territorial,16,1,0,-1.5094040632247925,0.0
134,him_her,1,territorial,territorial,16,1,0,-1.4676040410995483,1.0
135,him_her,1,territorial,evasive,33,0,1,-2.185302495956421,1.0
136,him_her,1,territorial,territorial,28,1,1,-2.0452640056610107,0.0
137,him_her,0,evasive,evasive,31,1,1,-3.0438218116760254,1.0
138,him_her,1,territorial,territorial,20,1,1,-6.561429500579834,0.0
139,him_her,1,territorial,territorial,30,1,0,-1.7713139057159424,0.0
140,him_her,1,territorial,territorial,24,1,0,-1.1907862424850464,0.0
141,him_her,0,evasive,territorial,20,0,1,-2.6874356269836426,1.0
142,him_her,1,territorial,territorial,29,1,1,-4.149713039398193,0.0
143,him_her,1,territorial,territorial,27,1,0,-1.5040415525436401,0.0
144,him_her,1,territorial,territorial,32,1,0,-1.9959661960601807,0.0
145,him_her,1,territorial,territorial,29,1,0,-1.8118009567260742,0.0
146,him_her,1,territorial,territorial,22,1,0,-1.3352839946746826,0.0
147,him_her,0,evasive,territorial,24,0,1,-5.8731160163879395,1.0
148,him_her,0,evasive,territorial,32,0,1,-3.127202033996582,1.0
149,him_her,1,territorial,evasive,19,0,1,-3.1039209365844727,1.0
150,him_her,1,territorial,territorial,30,1,0,-1.6204464435577393,0.0
151,him_her,1,territorial,territorial,18,1,0,-1.4963730573654175,0.0
152,him_her,1,territorial,territorial,26,1,0,-1.4186152219772339,0.0
153,him_her,1,territorial,territorial,20,1,0,-1.45345938205719,0.0
154,him_her,1,territorial,territorial,24,1,0,-1.4592511653900146,0.0
155,him_her,0,evasive,evasive,30,1,1,-3.8956005573272705,1.0
156,him_her,0,evasive,territorial,33,0,1,-2.017503261566162,0.0
157,him_her,1,territorial,territorial,32,1,1,-2.8508174419403076,0.0
158,him_her,1,territorial,territorial,26,1,0,-1.3139073848724365,0.0
159,him_her,1,territorial,evasive,21,0,1,-2.543063163757324,1.0
160,him_her,0,evasive,evasive,28,1,1,-3.29156756401062,1.0
161,him_her,1,territorial,territorial,24,1,1,-3.1287126541137695,0.0
162,him_her,1,territorial,territorial,27,1,0,-1.3787742853164673,0.0
163,him_her,1,territorial,territorial,32,1,1,-2.038851261138916,0.0
164,him_her,1,territorial,territorial,32,1,0,-1.9958791732788086,0.0
165,him_her,1,territorial,territorial,20,1,0,-1.4040229320526123,0.0
166,him_her,1,territorial,territorial,20,1,0,-1.460375428199768,0.0
167,him_her,1,territorial,territorial,25,1,0,-1.3134346008300781,0.0
168,him_her,1,territorial,territorial,22,1,0,-1.2968254089355469,1.0
169,him_her,0,evasive,territorial,21,0,1,-2.9442098140716553,1.0
170,him_her,0,evasive,territorial,21,0,1,-2.062284231185913,1.0
171,him_her,1,territorial,territorial,29,1,1,-3.8030269145965576,1.0
172,him_her,1,territorial,territorial,33,1,0,-1.9359694719314575,0.0
173,him_her,1,territorial,territorial,29,1,0,-1.6396312713623047,0.0
174,him_her,1,territorial,evasive,22,0,1,-2.3764312267303467,1.0
175,him_her,1,territorial,territorial,28,1,0,-1.6614359617233276,0.0
176,him_her,1,territorial,territorial,28,1,0,-1.402071237564087,0.0
177,him_her,1,territorial,territorial,21,1,0,-1.4928171634674072,0.0
178,him_her,1,territorial,evasive,24,0,0,-1.459442138671875,1.0
179,him_her,1,territorial,evasive,19,0,1,-2.6613521575927734,1.0
180,him_her,1,territorial,territorial,17,1,1,-2.007969856262207,1.0
181,him_her,1,territorial,evasive,23,0,0,-1.249489665031433,1.0
182,him_her,1,territorial,evasive,31,0,1,-2.6391043663024902,1.0
183,him_her,1,territorial,territorial,16,1,0,-1.4001399278640747,0.0
184,him_her,1,territorial,territorial,25,1,0,-1.4088413715362549,0.0
185,him_her,1,territorial,territorial,30,1,0,-1.4908746480941772,0.0
186,him_her,1,territorial,evasive,23,0,1,-2.988971710205078,1.0
187,him_her,1,territorial,territorial,25,1,0,-1.7752525806427002,1.0
188,him_her,0,evasive,evasive,24,1,1,-7.471499919891357,1.0
189,him_her,1,territorial,territorial,24,1,1,-6.032515048980713,1.0
190,him_her,1,territorial,territorial,30,1,0,-1.6508392095565796,0.0
191,him_her,1,territorial,territorial,27,1,0,-1.6266326904296875,0.0
192,him_her,1,territorial,evasive,19,0,1,-2.8300886154174805,1.0
193,him_her,0,evasive,evasive,25,1,1,-2.2857134342193604,1.0
194,him_her,1,territorial,territorial,23,1,1,-3.27011775970459,0.0
195,him_her,1,territorial,territorial,26,1,0,-1.9053897857666016,1.0
196,him_her,1,territorial,territorial,29,1,1,-2.039513111114502,0.0
197,him_her,1,territorial,territorial,30,1,0,-1.5722302198410034,0.0
198,him_her,1,territorial,territorial,26,1,0,-1.4889954328536987,0.0
199,him_her,1,territorial,territorial,21,1,0,-1.4659334421157837,0.0
