episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
102,him_her,1,territorial,territorial,28,1,0,-1.5561013221740723,0.0
103,him_her,1,territorial,evasive,22,0,0,-0.20736221969127655,1.0
104,him_her,1,territorial,evasive,30,0,0,-1.3590245246887207,1.0
105,him_her,1,territorial,territorial,17,1,0,-1.4437795877456665,0.0
106,him_her,0,evasive,evasive,23,1,1,-3.5499095916748047,1.0
107,him_her,1,territorial,territorial,19,1,1,-3.387869119644165,1.0
108,him_her,1,territorial,evasive,23,0,1,-2.373610258102417,1.0
109,him_her,1,territorial,territorial,30,1,1,-2.072053909301758,1.0
110,him_her,1,territorial,territorial,24,1,0,-1.899878978729248,1.0
111,him_her,1,territorial,evasive,30,0,1,-2.6966147422790527,1.0
112,him_her,1,territorial,territorial,26,1,0,-1.4700987339019775,0.0
113,him_her,1,territorial,territorial,28,1,0,-1.9352096319198608,1.0
114,him_her,1,territorial,territorial,28,1,0,-1.7948384284973145,1.0
115,him_her,1,territorial,territorial,16,1,0,-1.312514066696167,1.0
116,him_her,0,evasive,territorial,17,0,1,-3.1597900390625,1.0
117,him_her,1,territorial,territorial,29,1,1,-4.588296890258789,0.0
118,him_her,1,territorial,territorial,30,1,1,-2.3782176971435547,0.0
119,him_her,1,territorial,territorial,31,1,0,-1.5921518802642822,0.0
120,him_her,0,evasive,territorial,33,0,1,-2.086860179901123,1.0
121,him_her,1,territorial,territorial,28,1,1,-3.6892805099487305,0.0
122,him_her,1,territorial,territorial,25,1,0,-1.301379919052124,0.0
123,him_her,1,territorial,territorial,31,1,0,-1.6523562669754028,0.0
124,him_her,1,territorial,territorial,30,1,0,-1.7721163034439087,0.0
125,him_her,1,territorial,territorial,28,1,0,-1.9185763597488403,0.0
126,him_her,0,evasive,territorial,29,0,1,-5.358121395111084,1.0
127,him_her,1,territorial,territorial,23,1,1,-3.0362744331359863,1.0
128,him_her,1,territorial,territorial,19,1,0,-1.3931084871292114,0.0
129,him_her,0,evasive,evasive,21,1,1,-3.5298573970794678,1.0
130,him_her,1,territorial,territorial,16,1,1,-6.040871620178223,0.0
131,him_her,1,territorial,territorial,30,1,0,-1.6193914413452148,0.0
132,him_her,1,territorial,territorial,20,1,0,-1.652698278427124,0.0
133,him_her,0,evasive,evasive,27,1,1,-2.1811704635620117,1.0
134,him_her,1,territorial,territorial,27,1,1,-2.2471916675567627,0.0
135,him_her,1,territorial,territorial,24,1,0,-1.1674691438674927,0.0
136,him_her,1,territorial,territorial,17,1,0,-1.52524995803833,0.0
137,him_her,1,territorial,territorial,25,1,0,-1.4737392663955688,1.0
138,him_her,1,territorial,territorial,21,1,0,-1.438557744026184,0.0
139,him_her,1,territorial,territorial,21,1,0,-1.3389759063720703,0.0
140,him_her,1,territorial,territorial,18,1,0,-1.3804898262023926,0.0
141,him_her,1,territorial,territorial,17,1,0,-1.3953067064285278,0.0
142,him_her,1,territorial,evasive,25,0,0,-1.515697717666626,1.0
143,him_her,1,territorial,territorial,25,1,0,-1.3863720893859863,0.0
144,him_her,0,evasive,territorial,28,0,1,-4.357017517089844,1.0
145,him_her,1,territorial,territorial,32,1,1,-3.570498466491699,0.0
146,him_her,1,territorial,territorial,26,1,1,-2.2349307537078857,1.0
147,him_her,1,territorial,evasive,33,0,0,-1.5559359788894653,1.0
148,him_her,1,territorial,territorial,31,1,0,-1.6120514869689941,0.0
149,him_her,1,territorial,evasive,30,0,1,-4.426997184753418,1.0
150,him_her,1,territorial,territorial,26,1,0,-1.4468348026275635,0.0
151,him_her,1,territorial,territorial,18,1,1,-2.2864465713500977,1.0
152,him_her,0,evasive,evasive,17,1,1,-2.5481135845184326,1.0
153,him_her,1,territorial,territorial,20,1,1,-4.950327396392822,0.0
154,him_her,1,territorial,territorial,27,1,0,-1.4520528316497803,0.0
155,him_her,1,territorial,territorial,33,1,1,-3.1588456630706787,0.0
156,him_her,0,evasive,territorial,20,0,1,-2.02774977684021,1.0
157,him_her,1,territorial,territorial,25,1,1,-2.7558257579803467,0.0
158,him_her,1,territorial,territorial,23,1,0,-1.6282349824905396,0.0
159,him_her,1,territorial,territorial,16,1,0,-1.4516397714614868,0.0
160,him_her,0,evasive,territorial,31,0,1,-3.863353967666626,1.0
161,him_her,1,territorial,territorial,19,1,1,-3.348529100418091,1.0
162,him_her,1,territorial,territorial,17,1,0,-1.6661633253097534,1.0
163,him_her,1,territorial,territorial,22,1,1,-2.0785210132598877,1.0
164,him_her,1,territorial,territorial,30,1,0,-1.499506950378418,0.0
165,him_her,1,territorial,territorial,28,1,0,-1.4753267765045166,0.0
166,him_her,0,evasive,territorial,26,0,1,-4.381197452545166,1.0
167,him_her,1,territorial,territorial,25,1,1,-4.591701984405518,0.0
168,him_her,1,territorial,evasive,23,0,1,-2.420684814453125,1.0
169,him_her,1,territorial,territorial,33,1,1,-2.09393572807312,0.0
170,him_her,1,territorial,territorial,28,1,0,-1.6488198041915894,0.0
171,him_her,1,territorial,territorial,25,1,0,-1.403672456741333,0.0
172,him_her,1,territorial,territorial,30,1,0,-1.5163758993148804,0.0
173,him_her,1,territorial,evasive,21,0,1,-2.1153242588043213,1.0
174,him_her,1,territorial,evasive,22,0,0,-0.15078105032444,1.0
175,him_her,1,territorial,evasive,22,0,0,-1.6096525192260742,1.0
176,him_her,1,territorial,territorial,29,1,0,-1.7673096656799316,0.0
177,him_her,1,territorial,territorial,20,1,0,-1.71940016746521,1.0
178,him_her,1,territorial,territorial,19,1,0,-1.359023094177246,0.0
179,him_her,1,territorial,territorial,22,1,1,-3.1308488845825195,1.0
180,him_her,1,territorial,territorial,27,1,0,-1.4067710638046265,0.0
181,him_her,1,territorial,territorial,28,1,0,-1.4856408834457397,0.0
182,him_her,1,territorial,evasive,31,0,1,-2.033468723297119,1.0
183,him_her,0,evasive,evasive,21,1,1,-3.8478808403015137,1.0
184,him_her,1,territorial,territorial,22,1,1,-3.941959857940674,0.0
185,him_her,1,territorial,territorial,29,1,1,-2.5528056621551514,1.0
186,him_her,1,territorial,territorial,16,1,0,-1.512624979019165,1.0
187,him_her,1,territorial,evasive,26,0,1,-3.4186744689941406,1.0
188,him_her,1,territorial,territorial,16,1,1,-2.140265464782715,1.0
189,him_her,1,territorial,territorial,30,1,1,-2.4146389961242676,0.0
190,him_her,1,territorial,territorial,21,1,1,-3.4448227882385254,1.0
191,him_her,1,territorial,territorial,28,1,0,-1.713573694229126,0.0
192,him_her,1,territorial,evasive,16,0,0,-1.6772767305374146,1.0
193,him_her,0,evasive,territorial,28,0,1,-5.4357171058654785,1.0
194,him_her,0,evasive,evasive,26,1,1,-2.15765643119812,1.0
195,him_her,1,territorial,territorial,33,1,1,-5.8096442222595215,0.0
196,him_her,0,evasive,territorial,28,0,1,-6.4749321937561035,1.0
197,him_her,1,territorial,territorial,30,1,1,-3.918063163757324,0.0
198,him_her,1,territorial,territorial,29,1,0,-1.5751596689224243,0.0
199,him_her,1,territorial,territorial,19,1,0,-1.4496831893920898,0.0
