episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
149,him_her,1,territorial,territorial,28,1,0,-1.820526361465454,0.0
150,him_her,1,territorial,territorial,31,1,0,-1.6483325958251953,0.0
151,him_her,1,territorial,evasive,32,0,1,-3.4093170166015625,1.0
152,him_her,1,territorial,territorial,25,1,0,-1.1597265005111694,0.0
153,him_her,1,territorial,evasive,28,0,1,-2.7016005516052246,1.0
154,him_her,1,territorial,territorial,23,1,1,-2.957740306854248,1.0
155,him_her,1,territorial,territorial,24,1,0,-1.3313343524932861,0.0
156,him_her,1,territorial,territorial,16,1,0,-1.7300848960876465,1.0
157,him_her,0,evasive,territorial,29,0,1,-4.767569065093994,1.0
158,him_her,0,evasive,territorial,30,0,1,-2.380937099456787,1.0
159,him_her,1,territorial,territorial,20,1,1,-2.58811354637146,1.0
160,him_her,1,territorial,territorial,24,1,0,-1.3783800601959229,0.0
161,him_her,1,territorial,territorial,25,1,0,-1.3529603481292725,0.0
162,him_her,1,territorial,territorial,18,1,0,-1.4711960554122925,0.0
163,him_her,1,territorial,evasive,16,0,1,-2.074049472808838,1.0
164,him_her,1,territorial,territorial,23,1,0,-1.394834280014038,0.0
165,him_her,1,territorial,territorial,21,1,0,-1.317481517791748,0.0
166,him_her,1,territorial,territorial,26,1,0,-1.4720463752746582,0.0
167,him_her,1,territorial,territorial,25,1,0,-1.4852665662765503,0.0
168,him_her,1,territorial,territorial,33,1,1,-2.0716359615325928,0.0
169,him_her,1,territorial,territorial,20,1,1,-2.132481336593628,1.0
170,him_her,1,territorial,territorial,27,1,0,-1.84299898147583,1.0
171,him_her,1,territorial,territorial,32,1,0,-1.8915297985076904,0.0
172,him_her,1,territorial,territorial,30,1,0,-1.6177458763122559,0.0
173,him_her,1,territorial,evasive,33,0,0,-1.4213098287582397,1.0
174,him_her,1,territorial,territorial,29,1,1,-2.776867628097534,1.0
175,him_her,1,territorial,territorial,30,1,0,-1.6248912811279297,0.0
176,him_her,1,territorial,territorial,31,1,0,-1.7639291286468506,0.0
177,him_her,1,territorial,evasive,32,0,1,-2.1350784301757812,1.0
178,him_her,1,territorial,territorial,29,1,0,-1.8185884952545166,1.0
179,him_her,1,territorial,territorial,28,1,0,-1.5699721574783325,0.0
180,him_her,1,territorial,territorial,29,1,1,-2.0288305282592773,1.0
181,him_her,0,evasive,evasive,32,1,1,-4.423152446746826,1.0
182,him_her,1,territorial,territorial,23,1,1,-2.9803783893585205,1.0
183,him_her,1,territorial,territorial,29,1,0,-1.8849726915359497,0.0
184,him_her,1,territorial,territorial,31,1,1,-2.490400552749634,1.0
185,him_her,1,territorial,territorial,19,1,1,-2.287630319595337,1.0
186,him_her,1,territorial,territorial,27,1,0,-1.6212522983551025,0.0
187,him_her,1,territorial,evasive,23,0,1,-2.515684127807617,1.0
188,him_her,1,territorial,evasive,23,0,1,-2.046527147293091,1.0
189,him_her,1,territorial,territorial,25,1,1,-2.363913059234619,1.0
190,him_her,1,territorial,territorial,27,1,0,-1.397584080696106,0.0
191,him_her,1,territorial,evasive,33,0,1,-3.4759087562561035,1.0
192,him_her,1,territorial,territorial,22,1,0,-1.3136143684387207,0.0
193,him_her,1,territorial,territorial,21,1,0,-1.1502211093902588,1.0
194,him_her,0,evasive,evasive,32,1,1,-2.207003355026245,1.0
195,him_her,1,territorial,territorial,20,1,1,-6.583959579467773,0.0
196,him_her,1,territorial,territorial,24,1,0,-1.376237154006958,0.0
197,him_her,1,territorial,territorial,16,1,0,-1.3853113651275635,1.0
198,him_her,1,territorial,evasive,33,0,0,-1.4642438888549805,1.0
199,him_her,1,territorial,territorial,18,1,0,-1.4487252235412598,0.0
