episode,agent_type,episode_reward,reward_100ep_mean
0,vanilla,1.0,1.0
1,vanilla,0.0,0.5
2,vanilla,0.0,0.3333333333333333
3,vanilla,0.0,0.25
4,vanilla,1.0,0.4
5,vanilla,0.0,0.3333333333333333
6,vanilla,0.0,0.2857142857142857
7,vanilla,1.0,0.375
8,vanilla,0.0,0.3333333333333333
9,vanilla,1.0,0.4
10,vanilla,1.0,0.45454545454545453
11,vanilla,0.0,0.4166666666666667
12,vanilla,1.0,0.46153846153846156
13,vanilla,1.0,0.5
14,vanilla,0.0,0.4666666666666667
15,vanilla,0.0,0.4375
16,vanilla,0.0,0.4117647058823529
17,vanilla,1.0,0.4444444444444444
18,vanilla,1.0,0.47368421052631576
19,vanilla,1.0,0.5
20,vanilla,0.0,0.47619047619047616
21,vanilla,1.0,0.5
22,vanilla,0.0,0.4782608695652174
23,vanilla,0.0,0.4583333333333333
24,vanilla,0.0,0.44
25,vanilla,1.0,0.46153846153846156
26,vanilla,1.0,0.48148148148148145
27,vanilla,0.0,0.4642857142857143
28,vanilla,0.0,0.4482758620689655
29,vanilla,1.0,0.4666666666666667
30,vanilla,0.0,0.45161290322580644
31,vanilla,1.0,0.46875
32,vanilla,0.0,0.45454545454545453
33,vanilla,0.0,0.4411764705882353
34,vanilla,0.0,0.42857142857142855
35,vanilla,0.0,0.4166666666666667
36,vanilla,0.0,0.40540540540540543
37,vanilla,0.0,0.39473684210526316
38,vanilla,1.0,0.41025641025641024
39,vanilla,0.0,0.4
40,vanilla,1.0,0.4146341463414634
41,vanilla,0.0,0.40476190476190477
42,vanilla,1.0,0.4186046511627907
43,vanilla,0.0,0.4090909090909091
44,vanilla,0.0,0.4
45,vanilla,0.0,0.391304347826087
46,vanilla,0.0,0.3829787234042553
47,vanilla,0.0,0.375
48,vanilla,0.0,0.3673469387755102
49,vanilla,0.0,0.36
50,vanilla,1.0,0.37254901960784315
51,vanilla,0.0,0.36538461538461536
52,vanilla,0.0,0.3584905660377358
53,vanilla,0.0,0.35185185185185186
54,vanilla,0.0,0.34545454545454546
55,vanilla,0.0,0.3392857142857143
56,vanilla,0.0,0.3333333333333333
57,vanilla,1.0,0.3448275862068966
58,vanilla,0.0,0.3389830508474576
59,vanilla,1.0,0.35
60,vanilla,0.0,0.3442622950819672
61,vanilla,0.0,0.3387096774193548
62,vanilla,0.0,0.3333333333333333
63,vanilla,0.0,0.328125
64,vanilla,0.0,0.3230769230769231
65,vanilla,0.0,0.3181818181818182
66,vanilla,1.0,0.3283582089552239
67,vanilla,1.0,0.3382352941176471
68,vanilla,0.0,0.3333333333333333
69,vanilla,0.0,0.32857142857142857
70,vanilla,0.0,0.323943661971831
71,vanilla,0.0,0.3194444444444444
72,vanilla,0.0,0.3150684931506849
73,vanilla,0.0,0.3108108108108108
74,vanilla,1.0,0.32
75,vanilla,0.0,0.3157894736842105
76,vanilla,0.0,0.3116883116883117
77,vanilla,0.0,0.3076923076923077
78,vanilla,0.0,0.3037974683544304
79,vanilla,1.0,0.3125
80,vanilla,1.0,0.32098765432098764
81,vanilla,0.0,0.3170731707317073
82,vanilla,0.0,0.3132530120481928
83,vanilla,0.0,0.30952380952380953
84,vanilla,0.0,0.3058823529411765
85,vanilla,1.0,0.313953488372093
86,vanilla,0.0,0.3103448275862069
87,vanilla,0.0,0.3068181818181818
88,vanilla,0.0,0.30337078651685395
89,vanilla,0.0,0.3
90,vanilla,0.0,0.2967032967032967
91,vanilla,0.0,0.29347826086956524
92,vanilla,0.0,0.2903225806451613
93,vanilla,0.0,0.2872340425531915
94,vanilla,0.0,0.28421052631578947
95,vanilla,0.0,0.28125
96,vanilla,1.0,0.28865979381443296
97,vanilla,0.0,0.2857142857142857
98,vanilla,0.0,0.2828282828282828
99,vanilla,0.0,0.28
100,vanilla,0.0,0.27
101,vanilla,0.0,0.27
102,vanilla,0.0,0.27
103,vanilla,0.0,0.27
104,vanilla,0.0,0.26
105,vanilla,0.0,0.26
106,vanilla,0.0,0.26
107,vanilla,0.0,0.25
108,vanilla,0.0,0.25
109,vanilla,1.0,0.25
110,vanilla,0.0,0.24
111,vanilla,0.0,0.24
112,vanilla,0.0,0.23
113,vanilla,0.0,0.22
114,vanilla,1.0,0.23
115,vanilla,0.0,0.23
116,vanilla,0.0,0.23
117,vanilla,0.0,0.22
118,vanilla,0.0,0.21
119,vanilla,0.0,0.2
120,vanilla,0.0,0.2
121,vanilla,0.0,0.19
122,vanilla,0.0,0.19
123,vanilla,1.0,0.2
124,vanilla,0.0,0.2
125,vanilla,0.0,0.19
126,vanilla,0.0,0.18
127,vanilla,0.0,0.18
128,vanilla,0.0,0.18
129,vanilla,0.0,0.17
130,vanilla,0.0,0.17
131,vanilla,0.0,0.16
132,vanilla,0.0,0.16
133,vanilla,0.0,0.16
134,vanilla,1.0,0.17
135,vanilla,0.0,0.17
136,vanilla,0.0,0.17
137,vanilla,0.0,0.17
138,vanilla,0.0,0.16
139,vanilla,0.0,0.16
140,vanilla,0.0,0.15
141,vanilla,0.0,0.15
142,vanilla,0.0,0.14
143,vanilla,0.0,0.14
144,vanilla,0.0,0.14
145,vanilla,0.0,0.14
146,vanilla,0.0,0.14
147,vanilla,0.0,0.14
148,vanilla,0.0,0.14
149,vanilla,0.0,0.14
150,vanilla,0.0,0.13
151,vanilla,0.0,0.13
152,vanilla,0.0,0.13
153,vanilla,0.0,0.13
154,vanilla,0.0,0.13
155,vanilla,0.0,0.13
156,vanilla,0.0,0.13
157,vanilla,0.0,0.12
158,vanilla,0.0,0.12
159,vanilla,0.0,0.11
160,vanilla,0.0,0.11
161,vanilla,0.0,0.11
162,vanilla,0.0,0.11
163,vanilla,0.0,0.11
164,vanilla,1.0,0.12
165,vanilla,0.0,0.12
166,vanilla,0.0,0.11
167,vanilla,0.0,0.1
168,vanilla,0.0,0.1
169,vanilla,0.0,0.1
170,vanilla,0.0,0.1
171,vanilla,1.0,0.11
172,vanilla,0.0,0.11
173,vanilla,0.0,0.11
174,vanilla,0.0,0.1
175,vanilla,0.0,0.1
176,vanilla,0.0,0.1
177,vanilla,0.0,0.1
178,vanilla,0.0,0.1
179,vanilla,0.0,0.09
180,vanilla,0.0,0.08
181,vanilla,0.0,0.08
182,vanilla,0.0,0.08
183,vanilla,0.0,0.08
184,vanilla,0.0,0.08
185,vanilla,0.0,0.07
186,vanilla,0.0,0.07
187,vanilla,0.0,0.07
188,vanilla,0.0,0.07
189,vanilla,0.0,0.07
190,vanilla,0.0,0.07
191,vanilla,0.0,0.07
192,vanilla,1.0,0.08
193,vanilla,0.0,0.08
194,vanilla,0.0,0.08
195,vanilla,0.0,0.08
196,vanilla,1.0,0.08
197,vanilla,0.0,0.08
198,vanilla,0.0,0.08
199,vanilla,0.0,0.08
200,vanilla,0.0,0.08
201,vanilla,0.0,0.08
202,vanilla,0.0,0.08
203,vanilla,0.0,0.08
204,vanilla,0.0,0.08
205,vanilla,0.0,0.08
206,vanilla,1.0,0.09
207,vanilla,0.0,0.09
208,vanilla,0.0,0.09
209,vanilla,0.0,0.08
210,vanilla,0.0,0.08
211,vanilla,0.0,0.08
212,vanilla,0.0,0.08
213,vanilla,0.0,0.08
214,vanilla,0.0,0.07
215,vanilla,0.0,0.07
216,vanilla,0.0,0.07
217,vanilla,0.0,0.07
218,vanilla,0.0,0.07
219,vanilla,0.0,0.07
220,vanilla,0.0,0.07
221,vanilla,1.0,0.08
222,vanilla,0.0,0.08
223,vanilla,1.0,0.08
224,vanilla,0.0,0.08
225,vanilla,0.0,0.08
226,vanilla,0.0,0.08
227,vanilla,0.0,0.08
228,vanilla,0.0,0.08
229,vanilla,0.0,0.08
230,vanilla,0.0,0.08
231,vanilla,0.0,0.08
232,vanilla,0.0,0.08
233,vanilla,0.0,0.08
234,vanilla,0.0,0.07
235,vanilla,1.0,0.08
236,vanilla,0.0,0.08
237,vanilla,0.0,0.08
238,vanilla,0.0,0.08
239,vanilla,1.0,0.09
240,vanilla,1.0,0.1
241,vanilla,0.0,0.1
242,vanilla,0.0,0.1
243,vanilla,0.0,0.1
244,vanilla,0.0,0.1
245,vanilla,0.0,0.1
246,vanilla,0.0,0.1
247,vanilla,0.0,0.1
248,vanilla,0.0,0.1
249,vanilla,0.0,0.1
250,vanilla,0.0,0.1
251,vanilla,0.0,0.1
252,vanilla,0.0,0.1
253,vanilla,0.0,0.1
254,vanilla,0.0,0.1
255,vanilla,0.0,0.1
256,vanilla,0.0,0.1
257,vanilla,0.0,0.1
258,vanilla,0.0,0.1
259,vanilla,0.0,0.1
260,vanilla,1.0,0.11
261,vanilla,0.0,0.11
262,vanilla,0.0,0.11
263,vanilla,0.0,0.11
264,vanilla,0.0,0.1
265,vanilla,0.0,0.1
266,vanilla,1.0,0.11
267,vanilla,0.0,0.11
268,vanilla,0.0,0.11
269,vanilla,0.0,0.11
270,vanilla,0.0,0.11
271,vanilla,0.0,0.1
272,vanilla,0.0,0.1
273,vanilla,0.0,0.1
274,vanilla,0.0,0.1
275,vanilla,0.0,0.1
276,vanilla,0.0,0.1
277,vanilla,0.0,0.1
278,vanilla,0.0,0.1
279,vanilla,0.0,0.1
280,vanilla,0.0,0.1
281,vanilla,0.0,0.1
282,vanilla,0.0,0.1
283,vanilla,0.0,0.1
284,vanilla,0.0,0.1
285,vanilla,0.0,0.1
286,vanilla,0.0,0.1
287,vanilla,0.0,0.1
288,vanilla,0.0,0.1
289,vanilla,0.0,0.1
290,vanilla,0.0,0.1
291,vanilla,0.0,0.1
292,vanilla,0.0,0.09
293,vanilla,1.0,0.1
294,vanilla,0.0,0.1
295,vanilla,0.0,0.1
296,vanilla,0.0,0.09
297,vanilla,1.0,0.1
298,vanilla,0.0,0.1
299,vanilla,0.0,0.1
300,vanilla,0.0,0.1
301,vanilla,0.0,0.1
