episode,agent_type,current_model_id,current_model_name,true_end_policy,switch_point,model_correct,him_triggered,log_lik_per_step,episode_reward
0,him_her,0,evasive,territorial,26,0,0,-5.432689666748047,0.0
1,him_her,0,evasive,territorial,22,0,0,-5.006479263305664,0.0
2,him_her,0,evasive,territorial,32,0,0,-6.47841739654541,0.0
3,him_her,0,evasive,territorial,17,0,0,-6.117218494415283,0.0
4,him_her,0,evasive,territorial,21,0,0,-5.3284149169921875,1.0
5,him_her,0,evasive,territorial,19,0,0,-4.408607006072998,1.0
6,him_her,0,evasive,evasive,17,1,0,-9.436756134033203,1.0
7,him_her,0,evasive,territorial,21,0,0,-5.3321380615234375,0.0
8,him_her,0,evasive,evasive,29,1,0,-4.2730183601379395,1.0
9,him_her,0,evasive,territorial,31,0,0,-4.91357421875,0.0
10,him_her,0,evasive,territorial,30,0,0,-5.538042068481445,1.0
11,him_her,0,evasive,evasive,17,1,0,-0.6005346179008484,1.0
12,him_her,0,evasive,evasive,28,1,0,-3.1900687217712402,1.0
13,him_her,0,evasive,territorial,18,0,0,-6.752501487731934,1.0
14,him_her,0,evasive,territorial,26,0,0,-6.439586639404297,0.0
15,him_her,0,evasive,territorial,30,0,0,-4.345912456512451,0.0
16,him_her,0,evasive,territorial,22,0,0,-2.345174789428711,1.0
17,him_her,0,evasive,territorial,27,0,0,-4.233114719390869,0.0
18,him_her,0,evasive,territorial,18,0,0,-6.800907611846924,0.0
19,him_her,0,evasive,territorial,31,0,0,-6.006256580352783,0.0
20,him_her,1,territorial,territorial,19,1,1,-4.4786696434021,1.0
21,him_her,0,evasive,territorial,24,0,1,-4.618636131286621,1.0
22,him_her,1,territorial,territorial,16,1,1,-4.510426998138428,0.0
23,him_her,1,territorial,territorial,23,1,0,-1.2946850061416626,0.0
24,him_her,1,territorial,territorial,19,1,0,-1.57799232006073,0.0
25,him_her,1,territorial,territorial,33,1,0,-1.9390307664871216,0.0
26,him_her,1,territorial,evasive,27,0,1,-2.350433826446533,1.0
27,him_her,1,territorial,territorial,18,1,0,-1.5358179807662964,0.0
28,him_her,0,evasive,evasive,17,1,1,-3.3288986682891846,1.0
29,him_her,1,territorial,territorial,33,1,1,-5.232110500335693,0.0
30,him_her,1,territorial,territorial,20,1,0,-1.5899044275283813,1.0
31,him_her,1,territorial,territorial,22,1,1,-2.679288148880005,1.0
32,him_her,1,territorial,territorial,30,1,1,-2.2704017162323,1.0
33,him_her,1,territorial,territorial,20,1,0,-1.9833940267562866,1.0
34,him_her,0,evasive,evasive,32,1,1,-6.382987976074219,1.0
35,him_her,1,territorial,evasive,21,0,1,-3.741835594177246,1.0
36,him_her,1,territorial,territorial,25,1,0,-1.4219202995300293,0.0
37,him_her,1,territorial,territorial,21,1,0,-1.1929436922073364,0.0
38,him_her,1,territorial,territorial,29,1,0,-1.87519371509552,0.0
39,him_her,0,evasive,evasive,19,1,1,-2.1000845432281494,1.0
40,him_her,1,territorial,territorial,29,1,1,-5.081534385681152,1.0
41,him_her,1,territorial,territorial,30,1,0,-1.6954940557479858,0.0
42,him_her,1,territorial,territorial,21,1,1,-2.4580130577087402,1.0
43,him_her,1,territorial,territorial,22,1,0,-1.3804936408996582,0.0
44,him_her,0,evasive,territorial,31,0,1,-2.801569700241089,1.0
45,him_her,1,territorial,evasive,28,0,1,-6.001067161560059,1.0
46,him_her,1,territorial,territorial,18,1,0,-1.4866541624069214,0.0
47,him_her,0,evasive,territorial,19,0,1,-2.184377908706665,1.0
48,him_her,1,territorial,territorial,25,1,1,-3.54409122467041,0.0
49,him_her,1,territorial,territorial,18,1,0,-1.4525011777877808,1.0
50,him_her,1,territorial,territorial,28,1,0,-1.3728289604187012,0.0
51,him_her,1,territorial,territorial,29,1,1,-2.124204635620117,1.0
52,him_her,0,evasive,evasive,31,1,1,-6.302925109863281,1.0
53,him_her,1,territorial,territorial,25,1,1,-4.086909770965576,1.0
54,him_her,0,evasive,territorial,16,0,1,-5.23000431060791,1.0
55,him_her,1,territorial,territorial,20,1,1,-4.324697971343994,0.0
56,him_her,1,territorial,territorial,20,1,0,-1.430747628211975,0.0
57,him_her,1,territorial,evasive,16,0,1,-2.728212356567383,1.0
58,him_her,1,territorial,territorial,30,1,0,-1.6996265649795532,1.0
59,him_her,1,territorial,territorial,20,1,0,-1.544572114944458,0.0
60,him_her,1,territorial,evasive,29,0,1,-2.8684957027435303,1.0
61,him_her,0,evasive,evasive,16,1,1,-3.7778584957122803,1.0
62,him_her,1,territorial,territorial,25,1,1,-5.227102279663086,1.0
63,him_her,0,evasive,territorial,25,0,1,-5.5430006980896,1.0
64,him_her,1,territorial,territorial,18,1,1,-2.502772092819214,0.0
65,him_her,1,territorial,evasive,20,0,0,-1.8357210159301758,1.0
66,him_her,1,territorial,territorial,33,1,0,-1.60057532787323,0.0
67,him_her,1,territorial,territorial,19,1,0,-1.5163222551345825,0.0
68,him_her,1,territorial,territorial,28,1,0,-1.7528849840164185,0.0
69,him_her,1,territorial,territorial,32,1,0,-1.7898505926132202,0.0
70,him_her,1,territorial,territorial,16,1,0,-1.5724655389785767,0.0
71,him_her,1,territorial,territorial,21,1,0,-1.3864784240722656,0.0
72,him_her,1,territorial,territorial,23,1,0,-1.5480496883392334,0.0
73,him_her,1,territorial,territorial,25,1,0,-1.5399333238601685,1.0
74,him_her,1,territorial,territorial,25,1,0,-1.4368010759353638,0.0
75,him_her,0,evasive,evasive,17,1,1,-3.218385696411133,1.0
76,him_her,0,evasive,territorial,32,0,0,-1.1904246807098389,1.0
77,him_her,1,territorial,territorial,22,1,1,-3.847142219543457,1.0
78,him_her,1,territorial,territorial,26,1,0,-1.544832468032837,0.0
79,him_her,1,territorial,territorial,16,1,0,-1.595600962638855,1.0
80,him_her,1,territorial,territorial,30,1,0,-1.474364995956421,0.0
81,him_her,1,territorial,evasive,24,0,0,-1.0109800100326538,1.0
82,him_her,1,territorial,evasive,29,0,1,-2.0252199172973633,1.0
83,him_her,1,territorial,territorial,24,1,0,-1.304868459701538,0.0
84,him_her,1,territorial,territorial,21,1,0,-1.4463814496994019,0.0
85,him_her,1,territorial,territorial,22,1,0,-1.5096501111984253,0.0
86,him_her,1,territorial,territorial,26,1,0,-1.3818296194076538,0.0
87,him_her,1,territorial,evasive,33,0,1,-3.0553834438323975,1.0
88,him_her,1,territorial,territorial,33,1,1,-3.574430227279663,1.0
89,him_her,1,territorial,evasive,33,0,0,-1.5780333280563354,1.0
90,him_her,1,territorial,territorial,23,1,0,-1.4770280122756958,0.0
91,him_her,0,evasive,evasive,32,1,1,-3.7816081047058105,1.0
92,him_her,1,territorial,territorial,20,1,1,-4.645934581756592,0.0
93,him_her,1,territorial,territorial,24,1,0,-1.4195492267608643,1.0
94,him_her,1,territorial,territorial,33,1,0,-1.794014573097229,0.0
95,him_her,1,territorial,territorial,30,1,0,-1.5966534614562988,0.0
96,him_her,1,territorial,territorial,30,1,0,-1.8785417079925537,0.0
97,him_her,1,territorial,territorial,24,1,0,-1.3838729858398438,0.0
98,him_her,1,territorial,territorial,24,1,0,-1.3640280961990356,0.0
99,him_her,1,territorial,territorial,23,1,0,-1.5111075639724731,0.0
100,him_her,1,territorial,evasive,31,0,0,-1.6918301582336426,1.0
101,him_her,1,territorial,evasive,19,0,1,-2.0107107162475586,1.0
102,him_her,1,territorial,territorial,19,1,1,-2.047468423843384,1.0
103,him_her,0,evasive,evasive,26,1,1,-2.6063392162323,1.0
104,him_her,1,territorial,territorial,31,1,1,-4.372688293457031,0.0
105,him_her,1,territorial,evasive,18,0,0,-1.6195061206817627,1.0
106,him_her,1,territorial,territorial,17,1,0,-1.5193369388580322,0.0
107,him_her,1,territorial,territorial,21,1,0,-1.4571791887283325,0.0
108,him_her,1,territorial,territorial,32,1,0,-1.9625678062438965,1.0
109,him_her,1,territorial,evasive,17,0,0,-1.9057061672210693,1.0
110,him_her,1,territorial,territorial,32,1,0,-1.4645905494689941,0.0
111,him_her,1,territorial,territorial,21,1,0,-1.3844774961471558,0.0
112,him_her,1,territorial,territorial,21,1,0,-1.508161187171936,1.0
113,him_her,1,territorial,territorial,31,1,0,-1.9652140140533447,1.0
114,him_her,1,territorial,territorial,22,1,0,-1.4201208353042603,0.0
115,him_her,0,evasive,territorial,18,0,1,-2.5795044898986816,1.0
116,him_her,1,territorial,territorial,31,1,1,-4.982886791229248,1.0
117,him_her,1,territorial,territorial,29,1,0,-1.762803554534912,0.0
118,him_her,0,evasive,evasive,24,1,1,-4.984518527984619,1.0
119,him_her,1,territorial,territorial,24,1,1,-5.7677435874938965,0.0
120,him_her,0,evasive,territorial,19,0,1,-5.382027626037598,1.0
121,him_her,1,territorial,territorial,19,1,1,-4.511588096618652,0.0
122,him_her,1,territorial,territorial,21,1,0,-1.6313459873199463,1.0
123,him_her,1,territorial,territorial,18,1,0,-1.428389549255371,0.0
124,him_her,1,territorial,territorial,32,1,0,-1.5164463520050049,0.0
125,him_her,1,territorial,territorial,27,1,0,-1.3453153371810913,0.0
126,him_her,1,territorial,territorial,26,1,0,-1.4864016771316528,0.0
127,him_her,1,territorial,evasive,21,0,1,-4.214175224304199,1.0
128,him_her,1,territorial,evasive,30,0,0,-0.5091241002082825,1.0
129,him_her,1,territorial,evasive,21,0,0,-1.6334302425384521,1.0
130,him_her,1,territorial,territorial,22,1,0,-1.4093096256256104,0.0
131,him_her,1,territorial,territorial,24,1,0,-1.4173258543014526,0.0
132,him_her,1,territorial,territorial,25,1,0,-1.0838913917541504,0.0
133,him_her,1,territorial,territorial,25,1,1,-2.5243735313415527,1.0
134,him_her,1,territorial,evasive,17,0,0,-1.914478063583374,1.0
135,him_her,1,territorial,territorial,24,1,0,-1.5014322996139526,0.0
136,him_her,1,territorial,territorial,21,1,0,-1.5452396869659424,0.0
137,him_her,1,territorial,territorial,28,1,0,-1.8431718349456787,0.0
138,him_her,1,territorial,territorial,17,1,0,-1.4964405298233032,0.0
139,him_her,1,territorial,territorial,22,1,0,-1.5002174377441406,0.0
140,him_her,1,territorial,territorial,29,1,0,-1.7353870868682861,0.0
141,him_her,0,evasive,territorial,33,0,1,-4.7149224281311035,1.0
142,him_her,1,territorial,territorial,17,1,1,-6.021267414093018,0.0
143,him_her,1,territorial,territorial,29,1,0,-1.807414174079895,0.0
144,him_her,1,territorial,territorial,20,1,0,-1.4779959917068481,0.0
